# t x0 y0 vx0 vy0 x1 y1 vx1 vy1 x2 y2 vx2 vy2 x3 y3 vx3 vy3 x4 y4 vx4 vy4 x5 y5 vx5 vy5 x6 y6 vx6 vy6 x7 y7 vx7 vy7 x8 y8 vx8 vy8 x9 y9 vx9 vy9 x10 y10 vx10 vy10 x11 y11 vx11 vy11 x12 y12 vx12 vy12 x13 y13 vx13 vy13 x14 y14 vx14 vy14 x15 y15 vx15 vy15 x16 y16 vx16 vy16 x17 y17 vx17 vy17 x18 y18 vx18 vy18 x19 y19 vx19 vy19 x20 y20 vx20 vy20 x21 y21 vx21 vy21 x22 y22 vx22 vy22 x23 y23 vx23 vy23 x24 y24 vx24 vy24
1 1.72497 0.836412 0.0583055 -0.830255 3.80843 2.49247 0.475099 0.825807 5.95337 1.6735 0.953374 0.00683225 7.17693 1.54075 0.510261 -0.125916 8.29869 2.11998 -0.0346468 0.453309 2.00845 3.47108 0.341788 0.137747 4.10908 3.12914 0.775745 -0.204195 4.1019 2.40547 -0.898101 -0.927863 7.40642 2.52611 0.739753 -0.80722 8.04458 3.21175 -0.288757 -0.121586 1.01923 4.65079 -0.647442 -0.349208 2.55186 4.0293 -0.781471 -0.970702 5.87309 5.95465 0.873085 0.954654 7.40236 4.04713 0.735691 -0.952865 7.77266 5.36494 -0.560675 0.364936 2.39691 7.35621 0.730241 0.68954 3.30241 6.58137 -0.0309264 -0.085292 5.0322 7.23187 0.0322038 0.5652 7.58002 6.83142 0.91335 0.164749 8.54971 6.88646 0.216373 0.219793 0.92393 8.95768 -0.742737 0.624342 3.43252 9.23266 0.099185 0.899326 4.0979 7.35825 -0.902096 -0.975081 6.6888 8.63235 0.0221302 0.299021 8.85966 7.8739 0.526325 -0.459432
1.051 1.72795 0.794069 0.0583055 -0.830255 3.83266 2.53459 0.475099 0.825807 6.002 1.67385 0.953374 0.00683225 7.20295 1.53433 0.510261 -0.125916 8.29692 2.14309 -0.0346468 0.453309 2.02589 3.47811 0.341788 0.137747 4.14864 3.11872 0.775745 -0.204195 4.0561 2.35815 -0.898101 -0.927863 7.44415 2.48494 0.739753 -0.80722 8.02985 3.20555 -0.288757 -0.121586 0.986206 4.63298 -0.647442 -0.349208 2.51201 3.97979 -0.781471 -0.970702 5.91761 6.00334 0.873085 0.954654 7.43988 3.99854 0.735691 -0.952865 7.74406 5.38355 -0.560675 0.364936 2.43415 7.39137 0.730241 0.68954 3.30083 6.57702 -0.0309264 -0.085292 5.03385 7.26069 0.0322038 0.5652 7.6266 6.83982 0.91335 0.164749 8.56074 6.89767 0.216373 0.219793 0.88605 8.98952 -0.742737 0.624342 3.43758 9.27852 0.099185 0.899326 4.0519 7.30852 -0.902096 -0.975081 6.68993 8.6476 0.0221302 0.299021 8.8865 7.85047 0.526325 -0.459432
1.101 1.73086 0.752556 0.0583055 -0.830255 3.85642 2.57588 0.475099 0.825807 6.04966 1.67419 0.953374 0.00683225 7.22846 1.52803 0.510261 -0.125916 8.29519 2.16576 -0.0346468 0.453309 2.04297 3.48499 0.341788 0.137747 4.18743 3.10851 0.775745 -0.204195 4.01119 2.31176 -0.898101 -0.927863 7.48113 2.44458 0.739753 -0.80722 8.01541 3.19947 -0.288757 -0.121586 0.953834 4.61552 -0.647442 -0.349208 2.47293 3.93126 -0.781471 -0.970702 5.96127 6.05107 0.873085 0.954654 7.47666 3.9509 0.735691 -0.952865 7.71603 5.40179 -0.560675 0.364936 2.47066 7.42585 0.730241 0.68954 3.29928 6.57276 -0.0309264 -0.085292 5.03546 7.28895 0.0322038 0.5652 7.67227 6.84806 0.91335 0.164749 8.57156 6.90866 0.216373 0.219793 0.848913 9.02073 -0.742737 0.624342 3.44254 9.32349 0.099185 0.899326 4.00679 7.25977 -0.902096 -0.975081 6.69103 8.66256 0.0221302 0.299021 8.91282 7.8275 0.526325 -0.459432
1.151 1.73378 0.711043 0.0583055 -0.830255 3.88017 2.61717 0.475099 0.825807 6.09733 1.67453 0.953374 0.00683225 7.25398 1.52174 0.510261 -0.125916 8.29345 2.18843 -0.0346468 0.453309 2.06006 3.49188 0.341788 0.137747 4.22622 3.0983 0.775745 -0.204195 3.96629 2.26536 -0.898101 -0.927863 7.51812 2.40422 0.739753 -0.80722 8.00097 3.19339 -0.288757 -0.121586 0.921461 4.59806 -0.647442 -0.349208 2.43386 3.88272 -0.781471 -0.970702 6.00492 6.09881 0.873085 0.954654 7.51345 3.90325 0.735691 -0.952865 7.688 5.42004 -0.560675 0.364936 2.50717 7.46033 0.730241 0.68954 3.29774 6.5685 -0.0309264 -0.085292 5.03707 7.31721 0.0322038 0.5652 7.71793 6.85629 0.91335 0.164749 8.58238 6.91965 0.216373 0.219793 0.811776 9.05195 -0.742737 0.624342 3.4475 9.36846 0.099185 0.899326 3.96169 7.21101 -0.902096 -0.975081 6.69214 8.67751 0.0221302 0.299021 8.93913 7.80453 0.526325 -0.459432
1.201 1.73669 0.669531 0.0583055 -0.830255 3.90393 2.65846 0.475099 0.825807 6.145 1.67487 0.953374 0.00683225 7.27949 1.51544 0.510261 -0.125916 8.29172 2.21109 -0.0346468 0.453309 2.07715 3.49877 0.341788 0.137747 4.265 3.0881 0.775745 -0.204195 3.92138 2.21897 -0.898101 -0.927863 7.55511 2.36386 0.739753 -0.80722 7.98654 3.18731 -0.288757 -0.121586 0.889089 4.5806 -0.647442 -0.349208 2.39479 3.83419 -0.781471 -0.970702 6.04858 6.14654 0.873085 0.954654 7.55023 3.85561 0.735691 -0.952865 7.65996 5.43829 -0.560675 0.364936 2.54369 7.4948 0.730241 0.68954 3.29619 6.56423 -0.0309264 -0.085292 5.03868 7.34547 0.0322038 0.5652 7.7636 6.86453 0.91335 0.164749 8.5932 6.93064 0.216373 0.219793 0.774639 9.08317 -0.742737 0.624342 3.45245 9.41342 0.099185 0.899326 3.91658 7.16226 -0.902096 -0.975081 6.69325 8.69246 0.0221302 0.299021 8.96545 7.78155 0.526325 -0.459432
1.251 1.73961 0.628018 0.0583055 -0.830255 3.92768 2.69975 0.475099 0.825807 6.19267 1.67521 0.953374 0.00683225 7.305 1.50915 0.510261 -0.125916 8.28999 2.23376 -0.0346468 0.453309 2.09424 3.50566 0.341788 0.137747 4.30379 3.07789 0.775745 -0.204195 3.87648 2.17258 -0.898101 -0.927863 7.5921 2.3235 0.739753 -0.80722 7.9721 3.18123 -0.288757 -0.121586 0.856717 4.56314 -0.647442 -0.349208 2.35571 3.78565 -0.781471 -0.970702 6.09223 6.19427 0.873085 0.954654 7.58702 3.80797 0.735691 -0.952865 7.63193 5.45653 -0.560675 0.364936 2.5802 7.52928 0.730241 0.68954 3.29464 6.55997 -0.0309264 -0.085292 5.04029 7.37373 0.0322038 0.5652 7.80927 6.87277 0.91335 0.164749 8.60402 6.94163 0.216373 0.219793 0.737503 9.11439 -0.742737 0.624342 3.45741 9.45839 0.099185 0.899326 3.87148 7.11351 -0.902096 -0.975081 6.69435 8.70741 0.0221302 0.299021 8.99177 7.75858 0.526325 -0.459432
1.301 1.74252 0.586505 0.0583055 -0.830255 3.95144 2.74104 0.475099 0.825807 6.24034 1.67556 0.953374 0.00683225 7.33052 1.50285 0.510261 -0.125916 8.28826 2.25642 -0.0346468 0.453309 2.11133 3.51254 0.341788 0.137747 4.34258 3.06768 0.775745 -0.204195 3.83157 2.12618 -0.898101 -0.927863 7.62908 2.28314 0.739753 -0.80722 7.95766 3.17515 -0.288757 -0.121586 0.824345 4.54568 -0.647442 -0.349208 2.31664 3.73712 -0.781471 -0.970702 6.13588 6.242 0.873085 0.954654 7.6238 3.76032 0.735691 -0.952865 7.6039 5.47478 -0.560675 0.364936 2.61671 7.56376 0.730241 0.68954 3.2931 6.5557 -0.0309264 -0.085292 5.0419 7.40199 0.0322038 0.5652 7.85494 6.88101 0.91335 0.164749 8.61483 6.95262 0.216373 0.219793 0.700366 9.1456 -0.742737 0.624342 3.46237 9.50336 0.099185 0.899326 3.82637 7.06475 -0.902096 -0.975081 6.69546 8.72236 0.0221302 0.299021 9.01808 7.73561 0.526325 -0.459432
1.351 1.74544 0.544992 0.0583055 -0.830255 3.97519 2.78233 0.475099 0.825807 6.28801 1.6759 0.953374 0.00683225 7.35603 1.49655 0.510261 -0.125916 8.28653 2.27909 -0.0346468 0.453309 2.12842 3.51943 0.341788 0.137747 4.38137 3.05747 0.775745 -0.204195 3.78667 2.07979 -0.898101 -0.927863 7.66607 2.24278 0.739753 -0.80722 7.94322 3.16907 -0.288757 -0.121586 0.791973 4.52822 -0.647442 -0.349208 2.27757 3.68858 -0.781471 -0.970702 6.17954 6.28974 0.873085 0.954654 7.66058 3.71268 0.735691 -0.952865 7.57586 5.49303 -0.560675 0.364936 2.65322 7.59823 0.730241 0.68954 3.29155 6.55144 -0.0309264 -0.085292 5.04351 7.43025 0.0322038 0.5652 7.9006 6.88924 0.91335 0.164749 8.62565 6.96361 0.216373 0.219793 0.663229 9.17682 -0.742737 0.624342 3.46733 9.54832 0.099185 0.899326 3.78127 7.016 -0.902096 -0.975081 6.69656 8.73731 0.0221302 0.299021 9.0444 7.71264 0.526325 -0.459432
1.401 1.74835 0.50348 0.0583055 -0.830255 3.99895 2.82362 0.475099 0.825807 6.33568 1.67624 0.953374 0.00683225 7.38154 1.49026 0.510261 -0.125916 8.28479 2.30175 -0.0346468 0.453309 2.11114 3.48659 -0.687563 -1.05195 4.42015 3.04726 0.775745 -0.204195 3.74176 2.0334 -0.898101 -0.927863 7.70306 2.20242 0.739753 -0.80722 7.92878 3.16299 -0.288757 -0.121586 0.759601 4.51076 -0.647442 -0.349208 2.27287 3.67978 0.247879 0.218999 6.22319 6.33747 0.873085 0.954654 7.69737 3.66504 0.735691 -0.952865 7.54783 5.51128 -0.560675 0.364936 2.68973 7.63271 0.730241 0.68954 3.29001 6.54717 -0.0309264 -0.085292 5.04512 7.45851 0.0322038 0.5652 7.94627 6.89748 0.91335 0.164749 8.63647 6.9746 0.216373 0.219793 0.626092 9.20804 -0.742737 0.624342 3.47229 9.59329 0.099185 0.899326 3.73616 6.96724 -0.902096 -0.975081 6.69767 8.75226 0.0221302 0.299021 9.07071 7.68967 0.526325 -0.459432
1.451 1.75127 0.461967 0.0583055 -0.830255 4.0227 2.86491 0.475099 0.825807 6.38335 1.67658 0.953374 0.00683225 7.40706 1.48396 0.510261 -0.125916 8.28306 2.32442 -0.0346468 0.453309 2.07676 3.43399 -0.687563 -1.05195 4.45894 3.03705 0.775745 -0.204195 3.69686 1.987 -0.898101 -0.927863 7.74005 2.16206 0.739753 -0.80722 7.91435 3.15691 -0.288757 -0.121586 0.727229 4.4933 -0.647442 -0.349208 2.28526 3.69073 0.247879 0.218999 6.26685 6.3852 0.873085 0.954654 7.73415 3.61739 0.735691 -0.952865 7.51979 5.52952 -0.560675 0.364936 2.72625 7.66719 0.730241 0.68954 3.28846 6.54291 -0.0309264 -0.085292 5.04673 7.48677 0.0322038 0.5652 7.99194 6.90572 0.91335 0.164749 8.64729 6.98559 0.216373 0.219793 0.588955 9.23925 -0.742737 0.624342 3.47725 9.63825 0.099185 0.899326 3.69106 6.91849 -0.902096 -0.975081 6.69878 8.76721 0.0221302 0.299021 9.09703 7.6667 0.526325 -0.459432
1.501 1.75418 0.420454 0.0583055 -0.830255 4.04646 2.9062 0.475099 0.825807 6.43101 1.67692 0.953374 0.00683225 7.43257 1.47767 0.510261 -0.125916 8.28133 2.34708 -0.0346468 0.453309 2.04238 3.38139 -0.687563 -1.05195 4.49773 3.02684 0.775745 -0.204195 3.65195 1.94061 -0.898101 -0.927863 7.77704 2.1217 0.739753 -0.80722 7.89991 3.15083 -0.288757 -0.121586 0.694857 4.47584 -0.647442 -0.349208 2.29766 3.70168 0.247879 0.218999 6.3105 6.43294 0.873085 0.954654 7.77094 3.56975 0.735691 -0.952865 7.49176 5.54777 -0.560675 0.364936 2.76276 7.70167 0.730241 0.68954 3.28691 6.53864 -0.0309264 -0.085292 5.04834 7.51503 0.0322038 0.5652 8.03761 6.91396 0.91335 0.164749 8.65811 6.99658 0.216373 0.219793 0.551818 9.27047 -0.742737 0.624342 3.48221 9.68322 0.099185 0.899326 3.64595 6.86974 -0.902096 -0.975081 6.69988 8.78216 0.0221302 0.299021 9.12335 7.64373 0.526325 -0.459432
1.551 1.7571 0.378941 0.0583055 -0.830255 4.07021 2.94749 0.475099 0.825807 6.47868 1.67726 0.953374 0.00683225 7.45808 1.47137 0.510261 -0.125916 8.2796 2.36975 -0.0346468 0.453309 2.008 3.32879 -0.687563 -1.05195 4.53651 3.01663 0.775745 -0.204195 3.60705 1.89422 -0.898101 -0.927863 7.81402 2.08133 0.739753 -0.80722 7.88547 3.14475 -0.288757 -0.121586 0.662485 4.45838 -0.647442 -0.349208 2.31005 3.71263 0.247879 0.218999 6.35416 6.48067 0.873085 0.954654 7.80772 3.52211 0.735691 -0.952865 7.46373 5.56602 -0.560675 0.364936 2.79927 7.73614 0.730241 0.68954 3.28537 6.53438 -0.0309264 -0.085292 5.04995 7.54329 0.0322038 0.5652 8.08327 6.92219 0.91335 0.164749 8.66893 7.00757 0.216373 0.219793 0.514682 9.30169 -0.742737 0.624342 3.48717 9.72819 0.099185 0.899326 3.60085 6.82098 -0.902096 -0.975081 6.70099 8.79711 0.0221302 0.299021 9.14966 7.62075 0.526325 -0.459432
1.601 1.76001 0.337429 0.0583055 -0.830255 4.09397 2.98878 0.475099 0.825807 6.52635 1.67761 0.953374 0.00683225 7.48359 1.46507 0.510261 -0.125916 8.27786 2.39241 -0.0346468 0.453309 1.97362 3.2762 -0.687563 -1.05195 4.5753 3.00642 0.775745 -0.204195 3.56214 1.84782 -0.898101 -0.927863 7.85101 2.04097 0.739753 -0.80722 7.87103 3.13867 -0.288757 -0.121586 0.630113 4.44092 -0.647442 -0.349208 2.32244 3.72358 0.247879 0.218999 6.39781 6.5284 0.873085 0.954654 7.84451 3.47446 0.735691 -0.952865 7.43569 5.58426 -0.560675 0.364936 2.83578 7.77062 0.730241 0.68954 3.28382 6.53011 -0.0309264 -0.085292 5.05156 7.57155 0.0322038 0.5652 8.12894 6.93043 0.91335 0.164749 8.67975 7.01856 0.216373 0.219793 0.477545 9.33291 -0.742737 0.624342 3.49213 9.77315 0.099185 0.899326 3.55574 6.77223 -0.902096 -0.975081 6.7021 8.81207 0.0221302 0.299021 9.17598 7.59778 0.526325 -0.459432
1.651 1.76293 0.295916 0.0583055 -0.830255 4.11772 3.03007 0.475099 0.825807 6.57402 1.67795 0.953374 0.00683225 7.50911 1.45878 0.510261 -0.125916 8.27613 2.41508 -0.0346468 0.453309 1.93925 3.2236 -0.687563 -1.05195 4.61409 2.99621 0.775745 -0.204195 3.51724 1.80143 -0.898101 -0.927863 7.888 2.00061 0.739753 -0.80722 7.8566 3.1326 -0.288757 -0.121586 0.597741 4.42346 -0.647442 -0.349208 2.33484 3.73453 0.247879 0.218999 6.44146 6.57613 0.873085 0.954654 7.88129 3.42682 0.735691 -0.952865 7.40766 5.60251 -0.560675 0.364936 2.8723 7.8051 0.730241 0.68954 3.28227 6.52585 -0.0309264 -0.085292 5.05317 7.59981 0.0322038 0.5652 8.17461 6.93867 0.91335 0.164749 8.69056 7.02955 0.216373 0.219793 0.440408 9.36412 -0.742737 0.624342 3.49709 9.81812 0.099185 0.899326 3.51064 6.72347 -0.902096 -0.975081 6.7032 8.82702 0.0221302 0.299021 9.2023 7.57481 0.526325 -0.459432
1.701 1.76584 0.254403 0.0583055 -0.830255 4.14148 3.07136 0.475099 0.825807 6.62169 1.67829 0.953374 0.00683225 7.53462 1.45248 0.510261 -0.125916 8.2744 2.43775 -0.0346468 0.453309 1.90487 3.171 -0.687563 -1.05195 4.65288 2.986 0.775745 -0.204195 3.47233 1.75504 -0.898101 -0.927863 7.92499 1.96025 0.739753 -0.80722 7.84216 3.12652 -0.288757 -0.121586 0.565369 4.406 -0.647442 -0.349208 2.34723 3.74548 0.247879 0.218999 6.48512 6.62387 0.873085 0.954654 7.91808 3.37918 0.735691 -0.952865 7.37963 5.62076 -0.560675 0.364936 2.90881 7.83957 0.730241 0.68954 3.28073 6.52159 -0.0309264 -0.085292 5.05478 7.62807 0.0322038 0.5652 8.22028 6.9469 0.91335 0.164749 8.70138 7.04053 0.216373 0.219793 0.403271 9.39534 -0.742737 0.624342 3.50205 9.86309 0.099185 0.899326 3.46553 6.67472 -0.902096 -0.975081 6.70431 8.84197 0.0221302 0.299021 9.22861 7.55184 0.526325 -0.459432
1.751 1.76876 0.21289 0.0583055 -0.830255 4.16523 3.11265 0.475099 0.825807 6.66936 1.67863 0.953374 0.00683225 7.56013 1.44619 0.510261 -0.125916 8.27267 2.46041 -0.0346468 0.453309 1.87049 3.1184 -0.687563 -1.05195 4.69166 2.97579 0.775745 -0.204195 3.42743 1.70865 -0.898101 -0.927863 7.96197 1.91989 0.739753 -0.80722 7.82772 3.12044 -0.288757 -0.121586 0.532997 4.38854 -0.647442 -0.349208 2.35963 3.75643 0.247879 0.218999 6.52877 6.6716 0.873085 0.954654 7.95486 3.33153 0.735691 -0.952865 7.35159 5.639 -0.560675 0.364936 2.94532 7.87405 0.730241 0.68954 3.2624 6.50401 -0.99891 -0.853013 5.05639 7.65633 0.0322038 0.5652 8.26594 6.95514 0.91335 0.164749 8.7122 7.05152 0.216373 0.219793 0.366134 9.42656 -0.742737 0.624342 3.50701 9.89281 0.099185 -0.899326 3.43721 6.63927 0.0658878 -0.207361 6.70542 8.85692 0.0221302 0.299021 9.25493 7.52887 0.526325 -0.459432
1.801 1.77167 0.171378 0.0583055 -0.830255 4.18899 3.15394 0.475099 0.825807 6.71703 1.67897 0.953374 0.00683225 7.58565 1.43989 0.510261 -0.125916 8.27093 2.48308 -0.0346468 0.453309 1.83611 3.06581 -0.687563 -1.05195 4.73045 2.96558 0.775745 -0.204195 3.38252 1.66225 -0.898101 -0.927863 7.99896 1.87953 0.739753 -0.80722 7.81328 3.11436 -0.288757 -0.121586 0.500625 4.37108 -0.647442 -0.349208 2.37202 3.76738 0.247879 0.218999 6.57243 6.71933 0.873085 0.954654 7.99165 3.28389 0.735691 -0.952865 7.32356 5.65725 -0.560675 0.364936 2.98183 7.90853 0.730241 0.68954 3.21246 6.46136 -0.99891 -0.853013 5.058 7.68459 0.0322038 0.5652 8.31161 6.96338 0.91335 0.164749 8.72302 7.06251 0.216373 0.219793 0.328997 9.45777 -0.742737 0.624342 3.51197 9.84784 0.099185 -0.899326 3.4405 6.6289 0.0658878 -0.207361 6.70652 8.87187 0.0221302 0.299021 9.28124 7.5059 0.526325 -0.459432
1.851 1.77459 0.129865 0.0583055 -0.830255 4.21274 3.19523 0.475099 0.825807 6.76469 1.67931 0.953374 0.00683225 7.61116 1.4336 0.510261 -0.125916 8.2692 2.50574 -0.0346468 0.453309 1.80173 3.01321 -0.687563 -1.05195 4.76924 2.95537 0.775745 -0.204195 3.33762 1.61586 -0.898101 -0.927863 8.03595 1.83917 0.739753 -0.80722 7.79884 3.10828 -0.288757 -0.121586 0.468252 4.35362 -0.647442 -0.349208 2.38441 3.77833 0.247879 0.218999 6.61608 6.76706 0.873085 0.954654 8.02843 3.23625 0.735691 -0.952865 7.29552 5.6755 -0.560675 0.364936 3.01834 7.943 0.730241 0.68954 3.16251 6.41871 -0.99891 -0.853013 5.05961 7.71285 0.0322038 0.5652 8.35728 6.97162 0.91335 0.164749 8.73384 7.0735 0.216373 0.219793 0.29186 9.48899 -0.742737 0.624342 3.51692 9.80287 0.099185 -0.899326 3.4438 6.61854 0.0658878 -0.207361 6.70763 8.88682 0.0221302 0.299021 9.30756 7.48292 0.526325 -0.459432
1.901 1.77751 0.111624 0.0583055 0.830255 4.2365 3.23652 0.475099 0.825807 6.81236 1.67965 0.953374 0.00683225 7.63667 1.4273 0.510261 -0.125916 8.26747 2.52841 -0.0346468 0.453309 1.76735 2.96061 -0.687563 -1.05195 4.80803 2.94516 0.775745 -0.204195 3.29271 1.56947 -0.898101 -0.927863 8.07294 1.79881 0.739753 -0.80722 7.78441 3.1022 -0.288757 -0.121586 0.43588 4.33616 -0.647442 -0.349208 2.39681 3.78928 0.247879 0.218999 6.65974 6.8148 0.873085 0.954654 8.06521 3.1886 0.735691 -0.952865 7.26749 5.69374 -0.560675 0.364936 3.05486 7.97748 0.730241 0.68954 3.11257 6.37606 -0.99891 -0.853013 5.06122 7.74111 0.0322038 0.5652 8.40295 6.97985 0.91335 0.164749 8.74466 7.08449 0.216373 0.219793 0.254724 9.52021 -0.742737 0.624342 3.52188 9.75791 0.099185 -0.899326 3.44709 6.60817 0.0658878 -0.207361 6.70874 8.90177 0.0221302 0.299021 9.33388 7.45995 0.526325 -0.459432
1.951 1.78042 0.153136 0.0583055 0.830255 4.26025 3.27782 0.475099 0.825807 6.86003 1.68 0.953374 0.00683225 7.66219 1.421 0.510261 -0.125916 8.26574 2.55107 -0.0346468 0.453309 1.73298 2.90801 -0.687563 -1.05195 4.84681 2.93495 0.775745 -0.204195 3.24781 1.52307 -0.898101 -0.927863 8.10992 1.75845 0.739753 -0.80722 7.76997 3.09612 -0.288757 -0.121586 0.403508 4.3187 -0.647442 -0.349208 2.4092 3.80023 0.247879 0.218999 6.70339 6.86253 0.873085 0.954654 8.102 3.14096 0.735691 -0.952865 7.23946 5.71199 -0.560675 0.364936 3.09137 8.01196 0.730241 0.68954 3.06262 6.33341 -0.99891 -0.853013 5.06283 7.76937 0.0322038 0.5652 8.44861 6.98809 0.91335 0.164749 8.75548 7.09548 0.216373 0.219793 0.217587 9.55143 -0.742737 0.624342 3.52684 9.71294 0.099185 -0.899326 3.45038 6.5978 0.0658878 -0.207361 6.70984 8.91672 0.0221302 0.299021 9.36019 7.43698 0.526325 -0.459432
2.001 1.78334 0.194649 0.0583055 0.830255 4.28401 3.31911 0.475099 0.825807 6.9077 1.68034 0.953374 0.00683225 7.6877 1.41471 0.510261 -0.125916 8.26401 2.57374 -0.0346468 0.453309 1.6986 2.85541 -0.687563 -1.05195 4.8856 2.92474 0.775745 -0.204195 3.2029 1.47668 -0.898101 -0.927863 8.14691 1.71809 0.739753 -0.80722 7.75553 3.09004 -0.288757 -0.121586 0.371136 4.30124 -0.647442 -0.349208 2.4216 3.81118 0.247879 0.218999 6.74704 6.91026 0.873085 0.954654 8.13878 3.09332 0.735691 -0.952865 7.21142 5.73024 -0.560675 0.364936 3.12788 8.04644 0.730241 0.68954 3.01268 6.29076 -0.99891 -0.853013 5.06444 7.79763 0.0322038 0.5652 8.49428 6.99633 0.91335 0.164749 8.7663 7.10647 0.216373 0.219793 0.18045 9.58264 -0.742737 0.624342 3.5318 9.66797 0.099185 -0.899326 3.45368 6.58743 0.0658878 -0.207361 6.71095 8.93167 0.0221302 0.299021 9.38651 7.41401 0.526325 -0.459432
2.051 1.78625 0.236162 0.0583055 0.830255 4.30776 3.3604 0.475099 0.825807 6.95537 1.68068 0.953374 0.00683225 7.71321 1.40841 0.510261 -0.125916 8.26227 2.5964 -0.0346468 0.453309 1.66422 2.80282 -0.687563 -1.05195 4.92439 2.91453 0.775745 -0.204195 3.158 1.43029 -0.898101 -0.927863 8.1839 1.67772 0.739753 -0.80722 7.74109 3.08396 -0.288757 -0.121586 0.338764 4.28377 -0.647442 -0.349208 2.43399 3.82213 0.247879 0.218999 6.7907 6.958 0.873085 0.954654 8.17557 3.04567 0.735691 -0.952865 7.18339 5.74848 -0.560675 0.364936 3.16439 8.08091 0.730241 0.68954 2.96273 6.24811 -0.99891 -0.853013 5.06605 7.82589 0.0322038 0.5652 8.53995 7.00457 0.91335 0.164749 8.77711 7.11746 0.216373 0.219793 0.143313 9.61386 -0.742737 0.624342 3.53676 9.62301 0.099185 -0.899326 3.45697 6.57706 0.0658878 -0.207361 6.71206 8.94663 0.0221302 0.299021 9.41283 7.39104 0.526325 -0.459432
2.101 1.78917 0.277675 0.0583055 0.830255 4.33152 3.40169 0.475099 0.825807 7.00304 1.68102 0.953374 0.00683225 7.73872 1.40212 0.510261 -0.125916 8.26054 2.61907 -0.0346468 0.453309 1.62984 2.75022 -0.687563 -1.05195 4.96317 2.90432 0.775745 -0.204195 3.11309 1.38389 -0.898101 -0.927863 8.22089 1.63736 0.739753 -0.80722 7.72665 3.07788 -0.288757 -0.121586 0.306392 4.26631 -0.647442 -0.349208 2.44638 3.83308 0.247879 0.218999 6.83435 7.00573 0.873085 0.954654 8.21235 2.99803 0.735691 -0.952865 7.15536 5.76673 -0.560675 0.364936 3.2009 8.11539 0.730241 0.68954 2.91279 6.20546 -0.99891 -0.853013 5.06766 7.85415 0.0322038 0.5652 8.58562 7.0128 0.91335 0.164749 8.78793 7.12845 0.216373 0.219793 0.106176 9.64508 -0.742737 0.624342 3.54172 9.57804 0.099185 -0.899326 3.46027 6.5667 0.0658878 -0.207361 6.71316 8.96158 0.0221302 0.299021 9.43914 7.36807 0.526325 -0.459432
2.151 1.79208 0.319187 0.0583055 0.830255 4.35527 3.44298 0.475099 0.825807 7.05071 1.68136 0.953374 0.00683225 7.76424 1.39582 0.510261 -0.125916 8.25881 2.64174 -0.0346468 0.453309 1.59546 2.69762 -0.687563 -1.05195 5.00196 2.89411 0.775745 -0.204195 3.06819 1.3375 -0.898101 -0.927863 8.25787 1.597 0.739753 -0.80722 7.71222 3.0718 -0.288757 -0.121586 0.27402 4.24885 -0.647442 -0.349208 2.45878 3.84403 0.247879 0.218999 6.87801 7.05346 0.873085 0.954654 8.24914 2.95039 0.735691 -0.952865 7.12732 5.78498 -0.560675 0.364936 3.23742 8.14987 0.730241 0.68954 2.86284 6.16281 -0.99891 -0.853013 5.06927 7.88241 0.0322038 0.5652 8.63128 7.02104 0.91335 0.164749 8.79875 7.13944 0.216373 0.219793 0.130452 9.67629 0.742737 0.624342 3.54668 9.53308 0.099185 -0.899326 3.46356 6.55633 0.0658878 -0.207361 6.71427 8.97653 0.0221302 0.299021 9.46546 7.34509 0.526325 -0.459432
2.201 1.795 0.3607 0.0583055 0.830255 4.37903 3.48427 0.475099 0.825807 7.09838 1.6817 0.953374 0.00683225 7.78975 1.38952 0.510261 -0.125916 8.25708 2.6644 -0.0346468 0.453309 1.56109 2.64502 -0.687563 -1.05195 5.04075 2.8839 0.775745 -0.204195 3.02328 1.29111 -0.898101 -0.927863 8.29486 1.55664 0.739753 -0.80722 7.69778 3.06572 -0.288757 -0.121586 0.241648 4.23139 -0.647442 -0.349208 2.47117 3.85498 0.247879 0.218999 6.92166 7.10119 0.873085 0.954654 8.28592 2.90274 0.735691 -0.952865 7.09929 5.80322 -0.560675 0.364936 3.27393 8.18434 0.730241 0.68954 2.81289 6.12016 -0.99891 -0.853013 5.07088 7.91067 0.0322038 0.5652 8.65992 7.01666 0.489807 -0.14915 8.8266 7.16306 0.639915 0.533693 0.167589 9.70751 0.742737 0.624342 3.55164 9.48811 0.099185 -0.899326 3.46686 6.54596 0.0658878 -0.207361 6.71538 8.99148 0.0221302 0.299021 9.49177 7.32212 0.526325 -0.459432
