# t x0 y0 vx0 vy0 x1 y1 vx1 vy1 x2 y2 vx2 vy2 x3 y3 vx3 vy3 x4 y4 vx4 vy4 x5 y5 vx5 vy5 x6 y6 vx6 vy6 x7 y7 vx7 vy7 x8 y8 vx8 vy8 x9 y9 vx9 vy9 x10 y10 vx10 vy10 x11 y11 vx11 vy11 x12 y12 vx12 vy12 x13 y13 vx13 vy13 x14 y14 vx14 vy14 x15 y15 vx15 vy15 x16 y16 vx16 vy16 x17 y17 vx17 vy17 x18 y18 vx18 vy18 x19 y19 vx19 vy19 x20 y20 vx20 vy20 x21 y21 vx21 vy21 x22 y22 vx22 vy22 x23 y23 vx23 vy23 x24 y24 vx24 vy24 x25 y25 vx25 vy25 x26 y26 vx26 vy26 x27 y27 vx27 vy27 x28 y28 vx28 vy28 x29 y29 vx29 vy29 x30 y30 vx30 vy30 x31 y31 vx31 vy31 x32 y32 vx32 vy32 x33 y33 vx33 vy33 x34 y34 vx34 vy34 x35 y35 vx35 vy35 x36 y36 vx36 vy36 x37 y37 vx37 vy37 x38 y38 vx38 vy38 x39 y39 vx39 vy39 x40 y40 vx40 vy40 x41 y41 vx41 vy41 x42 y42 vx42 vy42 x43 y43 vx43 vy43 x44 y44 vx44 vy44 x45 y45 vx45 vy45 x46 y46 vx46 vy46 x47 y47 vx47 vy47 x48 y48 vx48 vy48 x49 y49 vx49 vy49
0 0.555556 0.625 -0.012803 0.256223 1.11111 0.625 0.11333 0.251569 1.66667 0.625 0.499519 -0.908577 2.22222 0.625 0.697009 -0.61331 2.77778 0.625 0.790926 1.11464 3.33333 0.625 -1.11772 -0.713604 3.88889 0.625 -0.266878 1.00641 4.44444 0.625 -0.654815 -1.29627 0.555556 1.25 -0.712561 -0.760326 1.11111 1.25 -1.31496 0.770415 1.66667 1.25 1.2212 0.372762 2.22222 1.25 0.371006 -1.02377 2.77778 1.25 -0.420823 0.0382866 3.33333 1.25 -0.735759 -1.13105 3.88889 1.25 0.410655 -1.19296 4.44444 1.25 -1.44911 0.352431 0.555556 1.875 0.667879 0.0730816 1.11111 1.875 -1.17875 -1.24904 1.66667 1.875 0.881772 -0.959998 2.22222 1.875 1.25524 0.776405 2.77778 1.875 0.392829 1.37769 3.33333 1.875 -0.0169702 1.03951 3.88889 1.875 -0.456179 -0.990246 4.44444 1.875 0.726213 -0.24925 0.555556 2.5 0.872417 1.02141 1.11111 2.5 0.100083 0.22894 1.66667 2.5 -0.288578 0.48796 2.22222 2.5 0.264494 0.319623 2.77778 2.5 -0.289044 -0.471328 3.33333 2.5 0.323044 0.582514 3.88889 2.5 0.555554 1.46879 4.44444 2.5 -0.763091 -0.970321 0.555556 3.125 0.453923 0.633342 1.11111 3.125 -0.8235 0.288738 1.66667 3.125 0.303103 0.308247 2.22222 3.125 1.21678 -0.411768 2.77778 3.125 1.24108 -1.08515 3.33333 3.125 -1.01645 0.105935 3.88889 3.125 0.874012 0.925852 4.44444 3.125 -0.0762775 0.826683 0.555556 3.75 -0.428083 0.350243 1.11111 3.75 -1.22332 0.82019 1.66667 3.75 -0.991253 -0.914246 2.22222 3.75 -1.17098 0.730072 2.77778 3.75 0.215178 -0.678899 3.33333 3.75 -0.990616 -1.20711 3.88889 3.75 -1.22482 -0.249977 4.44444 3.75 0.128062 -1.16367 0.555556 4.375 0.0278178 -1.16071 1.11111 4.375 -0.627917 0.954276
0.1 0.554275 0.650622 -0.012803 0.256223 1.12244 0.650157 0.11333 0.251569 1.71662 0.534142 0.499519 -0.908577 2.29192 0.563669 0.697009 -0.61331 2.85687 0.736464 0.790926 1.11464 3.22156 0.55364 -1.11772 -0.713604 3.8622 0.725641 -0.266878 1.00641 4.37896 0.495373 -0.654815 -1.29627 0.484299 1.17397 -0.712561 -0.760326 0.979615 1.32704 -1.31496 0.770415 1.78879 1.28728 1.2212 0.372762 2.25932 1.14762 0.371006 -1.02377 2.7357 1.25383 -0.420823 0.0382866 3.25976 1.1369 -0.735759 -1.13105 3.92995 1.1307 0.410655 -1.19296 4.29953 1.28524 -1.44911 0.352431 0.622343 1.88231 0.667879 0.0730816 0.993237 1.7501 -1.17875 -1.24904 1.75484 1.779 0.881772 -0.959998 2.34775 1.95264 1.25524 0.776405 2.81706 2.01277 0.392829 1.37769 3.33164 1.97895 -0.0169702 1.03951 3.84327 1.77598 -0.456179 -0.990246 4.51707 1.85008 0.726213 -0.24925 0.642797 2.60214 0.872417 1.02141 1.12112 2.52289 0.100083 0.22894 1.63781 2.5488 -0.288578 0.48796 2.24867 2.53196 0.264494 0.319623 2.74887 2.45287 -0.289044 -0.471328 3.36564 2.55825 0.323044 0.582514 3.94444 2.64688 0.555554 1.46879 4.36814 2.40297 -0.763091 -0.970321 0.600948 3.18833 0.453923 0.633342 1.02876 3.15387 -0.8235 0.288738 1.69698 3.15582 0.303103 0.308247 2.3439 3.08382 1.21678 -0.411768 2.90189 3.01649 1.24108 -1.08515 3.23169 3.13559 -1.01645 0.105935 3.97629 3.21759 0.874012 0.925852 4.43682 3.20767 -0.0762775 0.826683 0.512747 3.78502 -0.428083 0.350243 0.988779 3.83202 -1.22332 0.82019 1.56754 3.65858 -0.991253 -0.914246 2.10512 3.82301 -1.17098 0.730072 2.7993 3.68211 0.215178 -0.678899 3.23427 3.62929 -0.990616 -1.20711 3.76641 3.725 -1.22482 -0.249977 4.45725 3.63363 0.128062 -1.16367 0.558337 4.25893 0.0278178 -1.16071 1.04832 4.47043 -0.627917 0.954276
0.2 0.552995 0.676245 -0.012803 0.256223 1.13378 0.675314 0.11333 0.251569 1.76657 0.443285 0.499519 -0.908577 2.36162 0.502338 0.697009 -0.61331 2.93596 0.847929 0.790926 1.11464 3.10979 0.482279 -1.11772 -0.713604 3.83551 0.826281 -0.266878 1.00641 4.31348 0.365745 -0.654815 -1.29627 0.413043 1.09793 -0.712561 -0.760326 0.848118 1.40408 -1.31496 0.770415 1.91091 1.32455 1.2212 0.372762 2.29642 1.04525 0.371006 -1.02377 2.69361 1.25766 -0.420823 0.0382866 3.18618 1.02379 -0.735759 -1.13105 3.97102 1.01141 0.410655 -1.19296 4.15462 1.32049 -1.44911 0.352431 0.689131 1.88962 0.667879 0.0730816 0.875362 1.62519 -1.17875 -1.24904 1.84302 1.683 0.881772 -0.959998 2.47327 2.03028 1.25524 0.776405 2.85634 2.15054 0.392829 1.37769 3.32994 2.0829 -0.0169702 1.03951 3.79765 1.67695 -0.456179 -0.990246 4.58969 1.82515 0.726213 -0.24925 0.730039 2.70428 0.872417 1.02141 1.13113 2.54579 0.100083 0.22894 1.60895 2.59759 -0.288578 0.48796 2.27512 2.56392 0.264494 0.319623 2.71997 2.40573 -0.289044 -0.471328 3.39794 2.6165 0.323044 0.582514 4 2.79376 0.555554 1.46879 4.29183 2.30594 -0.763091 -0.970321 0.64634 3.25167 0.453923 0.633342 0.946411 3.18275 -0.8235 0.288738 1.72729 3.18665 0.303103 0.308247 2.46558 3.04265 1.21678 -0.411768 3.02599 2.90797 1.24108 -1.08515 3.13004 3.14619 -1.01645 0.105935 4.06369 3.31017 0.874012 0.925852 4.42919 3.29034 -0.0762775 0.826683 0.469939 3.82005 -0.428083 0.350243 0.866447 3.91404 -1.22332 0.82019 1.46842 3.56715 -0.991253 -0.914246 1.98803 3.89601 -1.17098 0.730072 2.82081 3.61422 0.215178 -0.678899 3.13521 3.50858 -0.990616 -1.20711 3.64393 3.7 -1.22482 -0.249977 4.47006 3.51727 0.128062 -1.16367 0.561119 4.14286 0.0278178 -1.16071 0.985528 4.56586 -0.627917 0.954276
0.3 0.551715 0.701867 -0.012803 0.256223 1.14511 0.700471 0.11333 0.251569 1.81652 0.352427 0.499519 -0.908577 2.43133 0.441007 0.697009 -0.61331 2.89682 0.909621 -1.30898 0.230707 2.99802 0.410919 -1.11772 -0.713604 3.75809 0.884531 -0.950069 0.435563 4.248 0.236118 -0.654815 -1.29627 0.341787 1.0219 -0.712561 -0.760326 0.691282 1.30837 -1.60207 -1.18695 2.03303 1.36183 1.2212 0.372762 2.33352 0.942869 0.371006 -1.02377 2.65153 1.26149 -0.420823 0.0382866 3.23085 0.960457 1.36415 -0.247113 4.06282 0.934501 1.09385 -0.622122 4.00971 1.35573 -1.44911 0.352431 0.755919 1.89692 0.667879 0.0730816 0.782827 1.67304 -0.891635 0.70832 1.9312 1.587 0.881772 -0.959998 2.5988 2.10792 1.25524 0.776405 2.89563 2.28831 0.392829 1.37769 3.32824 2.18685 -0.0169702 1.03951 3.75204 1.57793 -0.456179 -0.990246 4.66231 1.80023 0.726213 -0.24925 0.817281 2.80642 0.872417 1.02141 1.14114 2.56868 0.100083 0.22894 1.58009 2.64639 -0.288578 0.48796 2.30157 2.59589 0.264494 0.319623 2.69106 2.3586 -0.289044 -0.471328 3.43025 2.67475 0.323044 0.582514 4.05556 2.94064 0.555554 1.46879 4.21552 2.2089 -0.763091 -0.970321 0.691733 3.315 0.453923 0.633342 0.864061 3.21162 -0.8235 0.288738 1.7576 3.21747 0.303103 0.308247 2.58725 3.00147 1.21678 -0.411768 3.1501 2.79946 1.24108 -1.08515 3.0284 3.15678 -1.01645 0.105935 4.15109 3.40276 0.874012 0.925852 4.38616 3.21886 -0.500209 -1.0194 0.427131 3.85507 -0.428083 0.350243 0.761049 3.99162 0.433351 0.385758 1.36929 3.47573 -0.991253 -0.914246 1.87093 3.96902 -1.17098 0.730072 2.84233 3.54633 0.215178 -0.678899 3.03615 3.38787 -0.990616 -1.20711 3.52144 3.67501 -1.22482 -0.249977 4.51826 3.55504 0.551993 0.682408 0.546967 4.03123 -1.62885 -0.726279 0.922736 4.66128 -0.627917 0.954276
0.4 0.550434 0.727489 -0.012803 0.256223 1.15644 0.725627 0.11333 0.251569 1.86647 0.261569 0.499519 -0.908577 2.50103 0.379676 0.697009 -0.61331 2.76592 0.932691 -1.30898 0.230707 2.88624 0.339558 -1.11772 -0.713604 3.66308 0.928087 -0.950069 0.435563 4.18252 0.106491 -0.654815 -1.29627 0.270531 0.94587 -0.712561 -0.760326 0.531075 1.18968 -1.60207 -1.18695 2.18207 1.36236 1.73803 -0.332572 2.37062 0.840491 0.371006 -1.02377 2.60945 1.26531 -0.420823 0.0382866 3.36726 0.935746 1.36415 -0.247113 4.1722 0.872289 1.09385 -0.622122 3.88083 1.38118 -0.128717 -0.454247 0.825995 1.91851 0.728259 0.335267 0.690376 1.7296 -0.952015 0.446134 1.99245 1.52774 0.364937 -0.254664 2.71357 2.10365 1.06806 -0.649484 2.93491 2.42608 0.392829 1.37769 3.32655 2.2908 -0.0169702 1.03951 3.69039 1.4887 -1.77657 -0.183568 4.73493 1.7753 0.726213 -0.24925 0.904522 2.90856 0.872417 1.02141 1.15114 2.59158 0.100083 0.22894 1.55124 2.69518 -0.288578 0.48796 2.32802 2.62785 0.264494 0.319623 2.67291 2.39338 -0.101857 0.954562 3.47042 2.73395 1.03161 0.667212 4.11111 3.08752 0.555554 1.46879 4.13921 2.11187 -0.763091 -0.970321 0.660807 3.42512 -0.321052 1.1084 0.858029 3.19371 -0.0485249 -0.186319 1.78791 3.2483 0.303103 0.308247 2.70893 2.96029 1.21678 -0.411768 3.26634 2.69 0.532512 -1.16985 2.92257 3.06771 -1.07138 -1.20373 4.23849 3.49534 0.874012 0.925852 4.33614 3.11692 -0.500209 -1.0194 0.306342 3.77104 -1.28197 -0.953476 0.804385 4.03019 0.433351 0.385758 1.27017 3.3843 -0.991253 -0.914246 1.75383 4.04203 -1.17098 0.730072 2.82069 3.52696 -0.681261 0.328867 2.98443 3.31829 -0.0392472 -0.905219 3.39896 3.65001 -1.22482 -0.249977 4.57346 3.62328 0.551993 0.682408 0.462061 4.07766 -0.774967 0.577439 0.859944 4.75671 -0.627917 0.954276
0.5 0.549154 0.753112 -0.012803 0.256223 1.16778 0.750784 0.11333 0.251569 1.91643 0.170712 0.499519 -0.908577 2.57073 0.318345 0.697009 -0.61331 2.63502 0.955762 -1.30898 0.230707 2.77447 0.268198 -1.11772 -0.713604 3.69681 0.985262 1.26711 0.670126 4.11704 0.22185 -0.654815 1.29627 0.199275 0.869837 -0.712561 -0.760326 0.370867 1.07098 -1.60207 -1.18695 2.35587 1.32911 1.73803 -0.332572 2.40773 0.738114 0.371006 -1.02377 2.56737 1.26914 -0.420823 0.0382866 3.37495 0.897416 -0.853031 -0.481677 4.28159 0.810077 1.09385 -0.622122 3.86796 1.33575 -0.128717 -0.454247 0.898821 1.95204 0.728259 0.335267 0.595174 1.77421 -0.952015 0.446134 2.02895 1.50228 0.364937 -0.254664 2.82037 2.0387 1.06806 -0.649484 2.97419 2.56385 0.392829 1.37769 3.32592 2.37387 0.0979281 -1.19222 3.51273 1.47034 -1.77657 -0.183568 4.80755 1.75038 0.726213 -0.24925 0.991764 3.0107 0.872417 1.02141 1.16115 2.61447 0.100083 0.22894 1.52238 2.74398 -0.288578 0.48796 2.35447 2.65981 0.264494 0.319623 2.66273 2.48884 -0.101857 0.954562 3.57358 2.80067 1.03161 0.667212 4.12893 3.24217 0.0344103 1.57613 4.0629 2.01484 -0.763091 -0.970321 0.628702 3.53596 -0.321052 1.1084 0.853177 3.17508 -0.0485249 -0.186319 1.81822 3.27912 0.303103 0.308247 2.65516 2.82478 -0.888539 -1.54378 3.31852 2.5939 0.417613 1.06188 2.9904 3.02754 1.00432 -0.940775 4.32589 3.58793 0.874012 0.925852 4.32385 3.00721 0.0209355 -1.12674 0.178146 3.67569 -1.28197 -0.953476 0.84772 4.06877 0.433351 0.385758 1.17104 3.29288 -0.991253 -0.914246 1.63673 4.11504 -1.17098 0.730072 2.75256 3.55985 -0.681261 0.328867 2.98099 3.2419 -0.00963703 -0.0361623 3.27648 3.62501 -1.22482 -0.249977 4.62866 3.69152 0.551993 0.682408 0.384565 4.1354 -0.774967 0.577439 0.797153 4.85214 -0.627917 0.954276
0.6 0.547874 0.778734 -0.012803 0.256223 1.17911 0.775941 0.11333 0.251569 1.96638 0.119989 0.499519 0.908577 2.48293 0.298459 -0.975518 -0.173192 2.50412 0.978833 -1.30898 0.230707 2.8202 0.155392 0.554802 -1.15372 3.82352 1.05227 1.26711 0.670126 4.05156 0.351477 -0.654815 1.29627 0.116522 0.775373 -1.15326 -1.46688 0.222157 0.97072 -1.16138 -0.480389 2.34103 1.35173 -0.347666 0.285255 2.44483 0.635737 0.371006 -1.02377 2.71393 1.21709 1.66487 -0.57954 3.28964 0.849248 -0.853031 -0.481677 4.39097 0.747865 1.09385 -0.622122 3.85509 1.29033 -0.128717 -0.454247 0.971647 1.98556 0.728259 0.335267 0.499973 1.81882 -0.952015 0.446134 2.06544 1.47681 0.364937 -0.254664 2.92718 1.97375 1.06806 -0.649484 3.01348 2.70162 0.392829 1.37769 3.33572 2.25465 0.0979281 -1.19222 3.33507 1.45198 -1.77657 -0.183568 4.88017 1.72545 0.726213 -0.24925 1.02863 3.00183 -0.17413 -1.28502 1.17116 2.63736 0.100083 0.22894 1.49352 2.79278 -0.288578 0.48796 2.35669 2.68351 -1.21881 -0.186563 2.67751 2.49463 0.487117 -1.16075 3.67674 2.86739 1.03161 0.667212 4.13238 3.39978 0.0344103 1.57613 3.98659 1.91781 -0.763091 -0.970321 0.596596 3.6468 -0.321052 1.1084 0.848324 3.15645 -0.0485249 -0.186319 1.84853 3.30995 0.303103 0.308247 2.56557 2.76833 0.00578951 1.07772 3.36028 2.70008 0.417613 1.06188 3.09083 2.93347 1.00432 -0.940775 4.4133 3.68051 0.874012 0.925852 4.32595 2.89454 0.0209355 -1.12674 0.149997 3.58034 1.28197 -0.953476 0.891055 4.10734 0.433351 0.385758 1.12229 3.31247 0.0552944 1.39218 1.51963 4.18804 -1.17098 0.730072 2.68443 3.59274 -0.681261 0.328867 2.98002 3.23829 -0.00963703 -0.0361623 3.154 3.60001 -1.22482 -0.249977 4.68386 3.75976 0.551993 0.682408 0.307068 4.19315 -0.774967 0.577439 0.734361 4.85324 -0.627917 -0.954276
0.7 0.546593 0.804356 -0.012803 0.256223 1.19044 0.801098 0.11333 0.251569 2.01633 0.210846 0.499519 0.908577 2.38538 0.28114 -0.975518 -0.173192 2.37322 1.0019 -1.30898 0.230707 2.87568 0.15884 0.554802 1.15372 3.95588 1.05431 1.35369 -0.325306 3.98607 0.481104 -0.654815 1.29627 0.198027 0.628684 1.15326 -1.46688 0.106019 0.922681 -1.16138 -0.480389 2.30627 1.38025 -0.347666 0.285255 2.48193 0.53336 0.371006 -1.02377 2.88041 1.15914 1.66487 -0.57954 3.20434 0.801081 -0.853031 -0.481677 4.50036 0.685653 1.09385 -0.622122 3.83656 1.30988 -0.215301 0.541185 1.04447 2.01909 0.728259 0.335267 0.404771 1.86344 -0.952015 0.446134 2.10193 1.45134 0.364937 -0.254664 3.03398 1.9088 1.06806 -0.649484 2.99013 2.71948 -0.427509 -0.192926 3.34551 2.13543 0.0979281 -1.19222 3.15741 1.43363 -1.77657 -0.183568 4.84771 1.70053 -0.726213 -0.24925 1.01122 2.87333 -0.17413 -1.28502 1.18117 2.66026 0.100083 0.22894 1.46466 2.84157 -0.288578 0.48796 2.23481 2.66485 -1.21881 -0.186563 2.72622 2.37856 0.487117 -1.16075 3.7799 2.93411 1.03161 0.667212 4.13582 3.55739 0.0344103 1.57613 3.91028 1.82078 -0.763091 -0.970321 0.564491 3.75764 -0.321052 1.1084 0.843472 3.13782 -0.0485249 -0.186319 1.87884 3.34077 0.303103 0.308247 2.56615 2.8761 0.00578951 1.07772 3.40204 2.80627 0.417613 1.06188 3.25389 2.95929 1.82466 0.629845 4.5007 3.7731 0.874012 0.925852 4.32804 2.78186 0.0209355 -1.12674 0.278194 3.48499 1.28197 -0.953476 0.93439 4.14592 0.433351 0.385758 1.12782 3.45168 0.0552944 1.39218 1.40254 4.26105 -1.17098 0.730072 2.61631 3.62562 -0.681261 0.328867 2.97906 3.23467 -0.00963703 -0.0361623 3.03152 3.57502 -1.22482 -0.249977 4.73906 3.828 0.551993 0.682408 0.229571 4.25089 -0.774967 0.577439 0.67157 4.75781 -0.627917 -0.954276
0.8 0.545313 0.829979 -0.012803 0.256223 1.20177 0.826255 0.11333 0.251569 2.06628 0.301704 0.499519 0.908577 2.28783 0.263821 -0.975518 -0.173192 2.24233 1.02497 -1.30898 0.230707 2.93116 0.274212 0.554802 1.15372 4.09125 1.02178 1.35369 -0.325306 3.92059 0.610731 -0.654815 1.29627 0.313353 0.481996 1.15326 -1.46688 0.209169 0.874642 1.16138 -0.480389 2.33603 1.38831 0.455398 0.0305348 2.51903 0.430983 0.371006 -1.02377 3.0469 1.10118 1.66487 -0.57954 3.11904 0.752913 -0.853031 -0.481677 4.60974 0.623441 1.09385 -0.622122 3.81503 1.364 -0.215301 0.541185 1.1173 2.05262 0.728259 0.335267 0.30957 1.90805 -0.952015 0.446134 2.0739 1.44634 -0.438127 5.67047e-05 3.14079 1.84386 1.06806 -0.649484 2.94738 2.70019 -0.427509 -0.192926 3.3553 2.01621 0.0979281 -1.19222 2.97976 1.41527 -1.77657 -0.183568 4.77509 1.6756 -0.726213 -0.24925 0.993807 2.74483 -0.17413 -1.28502 1.19118 2.68315 0.100083 0.22894 1.4358 2.89037 -0.288578 0.48796 2.11293 2.64619 -1.21881 -0.186563 2.77493 2.26248 0.487117 -1.16075 3.88306 3.00083 1.03161 0.667212 4.13926 3.71501 0.0344103 1.57613 3.83397 1.72374 -0.763091 -0.970321 0.532386 3.86848 -0.321052 1.1084 0.838619 3.11918 -0.0485249 -0.186319 1.90915 3.3716 0.303103 0.308247 2.56673 2.98387 0.00578951 1.07772 3.51894 2.82849 1.25796 0.122752 3.36122 3.10625 0.984311 1.56897 4.5881 3.86568 0.874012 0.925852 4.33013 2.66919 0.0209355 -1.12674 0.40639 3.38965 1.28197 -0.953476 0.977725 4.1845 0.433351 0.385758 1.13335 3.5909 0.0552944 1.39218 1.28544 4.33406 -1.17098 0.730072 2.54818 3.65851 -0.681261 0.328867 2.9781 3.23105 -0.00963703 -0.0361623 2.90903 3.55002 -1.22482 -0.249977 4.79426 3.89625 0.551993 0.682408 0.152075 4.30864 -0.774967 0.577439 0.608778 4.66239 -0.627917 -0.954276
0.9 0.544033 0.855601 -0.012803 0.256223 1.21311 0.851412 0.11333 0.251569 2.03507 0.418371 -0.527648 1.23521 2.27143 0.220693 0.0516493 -0.499829 2.11143 1.04804 -1.30898 0.230707 2.98664 0.389584 0.554802 1.15372 4.22662 0.989249 1.35369 -0.325306 3.85511 0.740359 -0.654815 1.29627 0.428679 0.335307 1.15326 -1.46688 0.325307 0.826603 1.16138 -0.480389 2.38157 1.39137 0.455398 0.0305348 2.55613 0.328606 0.371006 -1.02377 3.21339 1.04323 1.66487 -0.57954 3.03373 0.704745 -0.853031 -0.481677 4.71913 0.561228 1.09385 -0.622122 3.7935 1.41812 -0.215301 0.541185 1.19012 2.08614 0.728259 0.335267 0.214368 1.95266 -0.952015 0.446134 2.03009 1.44635 -0.438127 5.67047e-05 3.22281 1.75625 0.269275 -1.37967 2.90463 2.6809 -0.427509 -0.192926 3.38988 1.91964 0.896709 -0.462039 2.8021 1.39691 -1.77657 -0.183568 4.70247 1.65068 -0.726213 -0.24925 0.976394 2.61632 -0.17413 -1.28502 1.20119 2.70605 0.100083 0.22894 1.40695 2.93916 -0.288578 0.48796 1.99105 2.62754 -1.21881 -0.186563 2.82364 2.14641 0.487117 -1.16075 3.98623 3.06755 1.03161 0.667212 4.1427 3.87262 0.0344103 1.57613 3.75766 1.62671 -0.763091 -0.970321 0.500281 3.97932 -0.321052 1.1084 0.833767 3.10055 -0.0485249 -0.186319 1.93946 3.40242 0.303103 0.308247 2.56731 3.09164 0.00578951 1.07772 3.64474 2.84076 1.25796 0.122752 3.45965 3.26314 0.984311 1.56897 4.64911 3.95498 0.527049 0.882628 4.33223 2.55652 0.0209355 -1.12674 0.534587 3.2943 1.28197 -0.953476 1.02106 4.22307 0.433351 0.385758 1.13888 3.73012 0.0552944 1.39218 1.16834 4.40706 -1.17098 0.730072 2.48006 3.6914 -0.681261 0.328867 2.97713 3.22744 -0.00963703 -0.0361623 2.78655 3.52502 -1.22482 -0.249977 4.87584 3.96777 0.898955 0.725633 0.124799 4.36638 0.774967 0.577439 0.545986 4.56696 -0.627917 -0.954276
