t,theta1,omega1,theta2,omega2,E1,E2,ET
241.77,-295.507,-1.36393,-295.35,-1.52398,91.3752,111.833,203.208
241.78,-295.52,-1.371,-295.366,-1.5325,92.5711,113.158,205.729
241.79,-295.534,-1.37797,-295.381,-1.54092,93.7796,114.496,208.275
241.8,-295.548,-1.38487,-295.396,-1.54922,95.0005,115.848,210.848
241.81,-295.562,-1.39167,-295.412,-1.5574,96.2338,117.212,213.446
241.82,-295.576,-1.39839,-295.428,-1.56547,97.4793,118.59,216.069
241.83,-295.59,-1.40501,-295.443,-1.57342,98.7372,119.98,218.717
241.84,-295.604,-1.41155,-295.459,-1.58126,100.007,121.384,221.391
241.85,-295.618,-1.418,-295.475,-1.58898,101.289,122.8,224.089
241.86,-295.632,-1.42436,-295.491,-1.59658,102.584,124.229,226.812
241.87,-295.646,-1.43064,-295.507,-1.60406,103.89,125.67,229.56
241.88,-295.661,-1.43682,-295.523,-1.61142,105.208,127.124,232.331
241.89,-295.675,-1.44291,-295.539,-1.61866,106.537,128.591,235.128
241.9,-295.69,-1.44891,-295.555,-1.62578,107.879,130.069,237.948
241.91,-295.704,-1.45481,-295.572,-1.63278,109.232,131.56,240.792
241.92,-295.719,-1.46063,-295.588,-1.63966,110.597,133.063,243.659
241.93,-295.733,-1.46636,-295.604,-1.64641,111.973,134.578,246.55
241.94,-295.748,-1.47199,-295.621,-1.65305,113.36,136.105,249.465
241.95,-295.763,-1.47754,-295.637,-1.65956,114.759,137.643,252.402
241.96,-295.778,-1.48299,-295.654,-1.66595,116.169,139.193,255.362
241.97,-295.792,-1.48835,-295.671,-1.67222,117.59,140.755,258.344
241.98,-295.807,-1.49362,-295.687,-1.67836,119.022,142.328,261.349
241.99,-295.822,-1.4988,-295.704,-1.68439,120.465,143.912,264.376
242,-295.837,-1.50389,-295.721,-1.69029,121.918,145.508,267.425
242.01,-295.852,-1.50889,-295.738,-1.69607,123.382,147.114,270.496
242.02,-295.868,-1.5138,-295.755,-1.70174,124.857,148.731,273.588
242.03,-295.883,-1.51862,-295.772,-1.70728,126.342,150.359,276.701
242.04,-295.898,-1.52335,-295.789,-1.7127,127.837,151.998,279.835
242.05,-295.913,-1.52799,-295.806,-1.718,129.343,153.647,282.99
242.06,-295.928,-1.53255,-295.824,-1.72318,130.858,155.307,286.165
242.07,-295.944,-1.53701,-295.841,-1.72825,132.384,156.977,289.36
242.08,-295.959,-1.54139,-295.858,-1.73319,133.919,158.657,292.575
242.09,-295.975,-1.54568,-295.875,-1.73802,135.464,160.347,295.81
242.1,-295.99,-1.54989,-295.893,-1.74274,137.019,162.046,299.065
242.11,-296.006,-1.55401,-295.91,-1.74734,138.583,163.756,302.338
242.12,-296.021,-1.55804,-295.928,-1.75182,140.156,165.475,305.63
242.13,-296.037,-1.562,-295.945,-1.7562,141.739,167.203,308.941
242.14,-296.052,-1.56587,-295.963,-1.76046,143.33,168.94,312.271
242.15,-296.068,-1.56965,-295.981,-1.76461,144.931,170.687,315.618
242.16,-296.084,-1.57336,-295.998,-1.76865,146.54,172.443,318.983
242.17,-296.1,-1.57699,-296.016,-1.77258,148.158,174.207,322.365
242.18,-296.115,-1.58054,-296.034,-1.77641,149.785,175.98,325.765
242.19,-296.131,-1.58401,-296.051,-1.78013,151.42,177.762,329.182
242.2,-296.147,-1.5874,-296.069,-1.78375,153.063,179.552,332.615
242.21,-296.163,-1.59072,-296.087,-1.78726,154.715,181.35,336.065
242.22,-296.179,-1.59396,-296.105,-1.79068,156.374,183.157,339.531
242.23,-296.195,-1.59713,-296.123,-1.79399,158.042,184.971,343.013
242.24,-296.211,-1.60023,-296.141,-1.79721,159.717,186.793,346.51
242.25,-296.227,-1.60325,-296.159,-1.80033,161.399,188.623,350.022
242.26,-296.243,-1.60621,-296.177,-1.80336,163.09,190.46,353.55
242.27,-296.259,-1.6091,-296.195,-1.8063,164.787,192.305,357.092
242.28,-296.275,-1.61192,-296.213,-1.80914,166.492,194.156,360.648
242.29,-296.291,-1.61468,-296.231,-1.8119,168.204,196.015,364.219
242.3,-296.307,-1.61737,-296.249,-1.81457,169.922,197.881,367.803
242.31,-296.324,-1.62001,-296.267,-1.81716,171.648,199.753,371.401
242.32,-296.34,-1.62258,-296.286,-1.81967,173.38,201.632,375.012
242.33,-296.356,-1.62509,-296.304,-1.8221,175.119,203.518,378.636
242.34,-296.372,-1.62754,-296.322,-1.82445,176.864,205.41,382.273
242.35,-296.389,-1.62994,-296.34,-1.82672,178.615,207.308,385.923
242.36,-296.405,-1.63228,-296.359,-1.82892,180.372,209.212,389.584
242.37,-296.421,-1.63457,-296.377,-1.83105,182.136,211.122,393.257
242.38,-296.438,-1.63681,-296.395,-1.83312,183.905,213.037,396.942
242.39,-296.454,-1.639,-296.414,-1.83511,185.68,214.958,400.638
242.4,-296.47,-1.64114,-296.432,-1.83705,187.46,216.885,404.345
242.41,-296.487,-1.64324,-296.45,-1.83892,189.246,218.817,408.063
242.42,-296.503,-1.64529,-296.469,-1.84073,191.037,220.754,411.791
242.43,-296.52,-1.64731,-296.487,-1.84249,192.833,222.696,415.53
242.44,-296.536,-1.64928,-296.506,-1.8442,194.635,224.643,419.278
242.45,-296.553,-1.65121,-296.524,-1.84585,196.441,226.595,423.036
242.46,-296.569,-1.65311,-296.542,-1.84746,198.252,228.552,426.804
242.47,-296.586,-1.65497,-296.561,-1.84902,200.067,230.513,430.58
242.48,-296.602,-1.6568,-296.579,-1.85053,201.888,232.478,434.365
242.49,-296.619,-1.6586,-296.598,-1.85201,203.712,234.447,438.159
242.5,-296.635,-1.66037,-296.616,-1.85345,205.541,236.421,441.962
242.51,-296.652,-1.66211,-296.635,-1.85486,207.374,238.398,445.772
242.52,-296.669,-1.66383,-296.654,-1.85623,209.211,240.38,449.59
242.53,-296.685,-1.66553,-296.672,-1.85757,211.052,242.365,453.416
242.54,-296.702,-1.6672,-296.691,-1.85889,212.896,244.353,457.249
242.55,-296.719,-1.66886,-296.709,-1.86019,214.744,246.345,461.09
242.56,-296.735,-1.6705,-296.728,-1.86146,216.596,248.341,464.937
242.57,-296.752,-1.67213,-296.747,-1.86271,218.451,250.339,468.79
242.58,-296.769,-1.67375,-296.765,-1.86395,220.309,252.341,472.65
242.59,-296.786,-1.67535,-296.784,-1.86518,222.171,254.345,476.516
242.6,-296.802,-1.67695,-296.802,-1.8664,224.036,256.353,480.389
242.61,-296.819,-1.67854,-296.821,-1.86761,225.903,258.363,484.266
242.62,-296.836,-1.68013,-296.84,-1.86882,227.774,260.376,488.149
242.63,-296.853,-1.68171,-296.859,-1.87003,229.647,262.391,492.038
242.64,-296.87,-1.6833,-296.877,-1.87124,231.522,264.409,495.931
242.65,-296.886,-1.68489,-296.896,-1.87245,233.401,266.429,499.83
242.66,-296.903,-1.68648,-296.915,-1.87367,235.281,268.451,503.732
242.67,-296.92,-1.68809,-296.933,-1.8749,237.165,270.475,507.64
242.68,-296.937,-1.6897,-296.952,-1.87615,239.05,272.501,511.551
242.69,-296.954,-1.69132,-296.971,-1.87741,240.937,274.529,515.466
242.7,-296.971,-1.69296,-296.99,-1.87868,242.827,276.558,519.385
242.71,-296.988,-1.69461,-297.009,-1.87998,244.719,278.589,523.308
242.72,-297.005,-1.69628,-297.027,-1.88131,246.612,280.622,527.234
242.73,-297.022,-1.69798,-297.046,-1.88266,248.508,282.655,531.163
242.74,-297.039,-1.69969,-297.065,-1.88404,250.405,284.69,535.095
242.75,-297.056,-1.70143,-297.084,-1.88545,252.303,286.727,539.03
242.76,-297.073,-1.7032,-297.103,-1.8869,254.204,288.764,542.967
242.77,-297.09,-1.705,-297.122,-1.88839,256.105,290.802,546.907
242.78,-297.107,-1.70683,-297.14,-1.88992,258.009,292.841,550.85
242.79,-297.124,-1.70869,-297.159,-1.89149,259.913,294.881,554.794
242.8,-297.141,-1.71059,-297.178,-1.89311,261.819,296.921,558.74
242.81,-297.158,-1.71253,-297.197,-1.89477,263.726,298.962,562.688
242.82,-297.175,-1.7145,-297.216,-1.89649,265.634,301.004,566.638
242.83,-297.192,-1.71652,-297.235,-1.89826,267.543,303.046,570.589
242.84,-297.21,-1.71859,-297.254,-1.90009,269.453,305.088,574.541
242.85,-297.227,-1.7207,-297.273,-1.90198,271.364,307.13,578.494
242.86,-297.244,-1.72286,-297.292,-1.90393,273.276,309.173,582.448
242.87,-297.261,-1.72507,-297.311,-1.90595,275.188,311.215,586.403
242.88,-297.278,-1.72734,-297.33,-1.90803,277.101,313.258,590.359
242.89,-297.296,-1.72966,-297.349,-1.91019,279.015,315.3,594.315
242.9,-297.313,-1.73204,-297.369,-1.91241,280.93,317.342,598.272
242.91,-297.33,-1.73448,-297.388,-1.91471,282.845,319.384,602.229
242.92,-297.348,-1.73698,-297.407,-1.91709,284.76,321.425,606.185
242.93,-297.365,-1.73954,-297.426,-1.91955,286.676,323.466,610.142
242.94,-297.383,-1.74217,-297.445,-1.92209,288.592,325.507,614.099
242.95,-297.4,-1.74487,-297.464,-1.92471,290.508,327.547,618.055
242.96,-297.417,-1.74763,-297.484,-1.92743,292.424,329.586,622.011
242.97,-297.435,-1.75047,-297.503,-1.93023,294.341,331.625,625.966
242.98,-297.452,-1.75338,-297.522,-1.93312,296.258,333.662,629.92
242.99,-297.47,-1.75637,-297.542,-1.93611,298.174,335.699,633.874
243,-297.488,-1.75944,-297.561,-1.93919,300.091,337.735,637.826
243.01,-297.505,-1.76259,-297.58,-1.94238,302.008,339.77,641.777
243.02,-297.523,-1.76581,-297.6,-1.94566,303.924,341.803,645.727
243.03,-297.541,-1.76913,-297.619,-1.94905,305.84,343.836,649.676
243.04,-297.558,-1.77252,-297.639,-1.95254,307.756,345.867,653.623
243.05,-297.576,-1.77601,-297.658,-1.95614,309.672,347.897,657.569
243.06,-297.594,-1.77958,-297.678,-1.95985,311.587,349.925,661.512
243.07,-297.612,-1.78325,-297.698,-1.96367,313.502,351.952,665.454
243.08,-297.629,-1.78701,-297.717,-1.96761,315.416,353.977,669.394
243.09,-297.647,-1.79086,-297.737,-1.97166,317.33,356.001,673.331
243.1,-297.665,-1.79481,-297.757,-1.97583,319.243,358.023,677.266
243.11,-297.683,-1.79886,-297.776,-1.98012,321.156,360.043,681.199
243.12,-297.701,-1.80301,-297.796,-1.98453,323.068,362.061,685.129
243.13,-297.719,-1.80726,-297.816,-1.98906,324.979,364.078,689.057
243.14,-297.737,-1.81161,-297.836,-1.99372,326.889,366.092,692.982
243.15,-297.755,-1.81607,-297.856,-1.99851,328.799,368.104,696.903
243.16,-297.774,-1.82064,-297.876,-2.00342,330.707,370.114,700.822
243.17,-297.792,-1.82531,-297.896,-2.00846,332.615,372.122,704.737
243.18,-297.81,-1.8301,-297.916,-2.01364,334.521,374.128,708.649
243.19,-297.828,-1.835,-297.936,-2.01895,336.427,376.13,712.557
243.2,-297.847,-1.84001,-297.957,-2.0244,338.331,378.131,716.462
243.21,-297.865,-1.84513,-297.977,-2.02998,340.234,380.129,720.363
243.22,-297.884,-1.85037,-297.997,-2.0357,342.136,382.124,724.26
243.23,-297.902,-1.85573,-298.018,-2.04156,344.036,384.116,728.152
243.24,-297.921,-1.86121,-298.038,-2.04756,345.935,386.105,732.041
243.25,-297.94,-1.86681,-298.059,-2.0537,347.833,388.092,735.925
243.26,-297.958,-1.87253,-298.079,-2.05999,349.729,390.075,739.804
243.27,-297.977,-1.87838,-298.1,-2.06642,351.623,392.055,743.678
243.28,-297.996,-1.88435,-298.12,-2.073,353.516,394.032,747.548
243.29,-298.015,-1.89044,-298.141,-2.07972,355.407,396.005,751.412
243.3,-298.034,-1.89667,-298.162,-2.0866,357.296,397.974,755.27
243.31,-298.053,-1.90302,-298.183,-2.09362,359.183,399.94,759.124
243.32,-298.072,-1.9095,-298.204,-2.10079,361.068,401.903,762.971
243.33,-298.091,-1.91612,-298.225,-2.10811,362.951,403.861,766.813
243.34,-298.11,-1.92286,-298.246,-2.11559,364.832,405.815,770.648
243.35,-298.129,-1.92974,-298.267,-2.12322,366.711,407.765,774.477
243.36,-298.149,-1.93675,-298.289,-2.131,368.588,409.711,778.299
243.37,-298.168,-1.9439,-298.31,-2.13893,370.462,411.652,782.114
243.38,-298.187,-1.95119,-298.331,-2.14702,372.333,413.589,785.923
243.39,-298.207,-1.95861,-298.353,-2.15526,374.202,415.521,789.724
243.4,-298.227,-1.96617,-298.374,-2.16366,376.069,417.448,793.517
243.41,-298.246,-1.97386,-298.396,-2.17221,377.932,419.37,797.303
243.42,-298.266,-1.9817,-298.418,-2.18092,379.793,421.287,801.08
243.43,-298.286,-1.98968,-298.44,-2.18978,381.651,423.198,804.849
243.44,-298.306,-1.9978,-298.462,-2.1988,383.505,425.104,808.61
243.45,-298.326,-2.00606,-298.484,-2.20797,385.356,427.004,812.361
243.46,-298.346,-2.01446,-298.506,-2.2173,387.204,428.898,816.103
243.47,-298.366,-2.023,-298.528,-2.22679,389.049,430.786,819.836
243.48,-298.386,-2.03169,-298.55,-2.23643,390.89,432.668,823.559
243.49,-298.407,-2.04052,-298.573,-2.24622,392.727,434.543,827.271
243.5,-298.427,-2.04949,-298.595,-2.25617,394.561,436.412,830.973
243.51,-298.448,-2.05861,-298.618,-2.26627,396.39,438.274,834.664
243.52,-298.468,-2.06787,-298.641,-2.27653,398.215,440.128,838.344
243.53,-298.489,-2.07728,-298.663,-2.28693,400.037,441.975,842.013
243.54,-298.51,-2.08683,-298.686,-2.29749,401.853,443.815,845.669
243.55,-298.531,-2.09652,-298.709,-2.30819,403.665,445.647,849.313
243.56,-298.552,-2.10636,-298.733,-2.31905,405.473,447.47,852.944
243.57,-298.573,-2.11634,-298.756,-2.33005,407.275,449.286,856.562
243.58,-298.594,-2.12646,-298.779,-2.3412,409.073,451.093,860.167
243.59,-298.616,-2.13673,-298.803,-2.35249,410.865,452.891,863.757
243.6,-298.637,-2.14714,-298.826,-2.36392,412.652,454.68,867.333
243.61,-298.659,-2.15769,-298.85,-2.3755,414.434,456.459,870.894
243.62,-298.68,-2.16839,-298.874,-2.38721,416.21,458.229,874.44
243.63,-298.702,-2.17922,-298.898,-2.39906,417.979,459.99,877.97
243.64,-298.724,-2.1902,-298.922,-2.41105,419.743,461.739,881.484
243.65,-298.746,-2.20131,-298.946,-2.42316,421.5,463.479,884.981
243.66,-298.768,-2.21256,-298.97,-2.43541,423.251,465.207,888.46
243.67,-298.79,-2.22395,-298.995,-2.44778,424.995,466.925,891.922
243.68,-298.812,-2.23547,-299.019,-2.46028,426.733,468.631,895.365
243.69,-298.835,-2.24713,-299.044,-2.4729,428.463,470.325,898.789
243.7,-298.857,-2.25892,-299.069,-2.48564,430.185,472.008,902.194
243.71,-298.88,-2.27084,-299.093,-2.49849,431.9,473.677,905.579
243.72,-298.903,-2.28289,-299.118,-2.51145,433.607,475.335,908.944
243.73,-298.926,-2.29506,-299.144,-2.52452,435.306,476.979,912.287
243.74,-298.949,-2.30737,-299.169,-2.5377,436.997,478.609,915.608
243.75,-298.972,-2.31979,-299.194,-2.55097,438.679,480.226,918.907
243.76,-298.995,-2.33234,-299.22,-2.56434,440.353,481.828,922.183
243.77,-299.018,-2.34501,-299.246,-2.5778,442.017,483.416,925.435
243.78,-299.042,-2.35779,-299.272,-2.59135,443.672,484.989,928.663
243.79,-299.065,-2.37069,-299.298,-2.60498,445.317,486.547,931.866
243.8,-299.089,-2.38369,-299.324,-2.61869,446.953,488.089,935.044
243.81,-299.113,-2.39681,-299.35,-2.63247,448.578,489.615,938.195
243.82,-299.137,-2.41003,-299.376,-2.64632,450.192,491.124,941.319
243.83,-299.161,-2.42335,-299.403,-2.66023,451.796,492.617,944.416
243.84,-299.186,-2.43677,-299.43,-2.6742,453.389,494.092,947.484
243.85,-299.21,-2.45029,-299.456,-2.68821,454.971,495.55,950.523
243.86,-299.235,-2.4639,-299.483,-2.70228,456.54,496.99,953.532
243.87,-299.259,-2.47759,-299.51,-2.71638,458.098,498.411,956.511
243.88,-299.284,-2.49137,-299.538,-2.73051,459.643,499.813,959.459
243.89,-299.309,-2.50523,-299.565,-2.74467,461.176,501.195,962.374
243.9,-299.334,-2.51916,-299.593,-2.75885,462.696,502.558,965.257
243.91,-299.36,-2.53316,-299.62,-2.77305,464.203,503.901,968.107
243.92,-299.385,-2.54723,-299.648,-2.78724,465.696,505.223,970.922
243.93,-299.41,-2.56136,-299.676,-2.80144,467.175,506.524,973.702
243.94,-299.436,-2.57555,-299.704,-2.81563,468.639,507.804,976.447
243.95,-299.462,-2.58978,-299.732,-2.8298,470.089,509.062,979.155
243.96,-299.488,-2.60407,-299.761,-2.84395,471.524,510.297,981.825
243.97,-299.514,-2.61839,-299.789,-2.85806,472.944,511.51,984.458
243.98,-299.54,-2.63274,-299.818,-2.87214,474.348,512.7,987.051
243.99,-299.567,-2.64713,-299.847,-2.88617,475.736,513.866,989.605
244,-299.593,-2.66154,-299.875,-2.90014,477.107,515.008,992.119
244.01,-299.62,-2.67596,-299.905,-2.91405,478.462,516.125,994.591
244.02,-299.647,-2.69039,-299.934,-2.92788,479.799,517.218,997.021
244.03,-299.674,-2.70483,-299.963,-2.94163,481.119,518.286,999.409
244.04,-299.701,-2.71926,-299.993,-2.95529,482.421,519.328,1001.75
244.05,-299.728,-2.73369,-300.022,-2.96886,483.705,520.344,1004.05
244.06,-299.756,-2.74809,-300.052,-2.98231,484.97,521.333,1006.31
244.07,-299.783,-2.76247,-300.082,-2.99565,486.216,522.296,1008.52
244.08,-299.811,-2.77682,-300.112,-3.00886,487.443,523.231,1010.68
244.09,-299.839,-2.79113,-300.142,-3.02193,488.65,524.139,1012.79
244.1,-299.867,-2.8054,-300.172,-3.03486,489.837,525.019,1014.86
244.11,-299.895,-2.81961,-300.203,-3.04763,491.003,525.871,1016.88
244.12,-299.923,-2.83375,-300.233,-3.06024,492.149,526.694,1018.85
244.13,-299.951,-2.84783,-300.264,-3.07268,493.273,527.489,1020.77
244.14,-299.98,-2.86183,-300.295,-3.08493,494.376,528.254,1022.63
244.15,-300.009,-2.87574,-300.326,-3.09699,495.456,528.989,1024.45
244.16,-300.038,-2.88955,-300.357,-3.10885,496.515,529.695,1026.21
244.17,-300.066,-2.90326,-300.388,-3.12049,497.55,530.37,1027.93
244.18,-300.096,-2.91686,-300.419,-3.13192,498.563,531.015,1029.58
244.19,-300.125,-2.93034,-300.45,-3.14311,499.552,531.629,1031.19
244.2,-300.154,-2.94368,-300.482,-3.15407,500.517,532.213,1032.74
244.21,-300.184,-2.95689,-300.514,-3.16477,501.459,532.765,1034.23
244.22,-300.213,-2.96995,-300.545,-3.17522,502.376,533.286,1035.67
244.23,-300.243,-2.98285,-300.577,-3.1854,503.268,533.775,1037.05
244.24,-300.273,-2.99559,-300.609,-3.19531,504.135,534.232,1038.37
244.25,-300.303,-3.00815,-300.641,-3.20492,504.976,534.658,1039.64
244.26,-300.333,-3.02053,-300.673,-3.21425,505.792,535.051,1040.85
244.27,-300.363,-3.03271,-300.705,-3.22327,506.582,535.412,1042
244.28,-300.394,-3.04469,-300.737,-3.23198,507.346,535.741,1043.09
244.29,-300.424,-3.05646,-300.77,-3.24037,508.082,536.037,1044.13
244.3,-300.455,-3.06801,-300.802,-3.24844,508.793,536.301,1045.1
244.31,-300.486,-3.07934,-300.835,-3.25617,509.475,536.532,1046.01
244.32,-300.517,-3.09042,-300.867,-3.26356,510.131,536.73,1046.87
244.33,-300.547,-3.10125,-300.9,-3.2706,510.759,536.896,1047.66
244.34,-300.579,-3.11183,-300.933,-3.27728,511.358,537.029,1048.39
244.35,-300.61,-3.12214,-300.966,-3.2836,511.93,537.129,1049.07
244.36,-300.641,-3.13218,-300.999,-3.28955,512.473,537.197,1049.68
244.37,-300.672,-3.14194,-301.031,-3.29512,512.988,537.232,1050.23
244.38,-300.704,-3.15141,-301.064,-3.30031,513.474,537.235,1050.72
244.39,-300.735,-3.16058,-301.097,-3.30512,513.931,537.205,1051.14
244.4,-300.767,-3.16944,-301.131,-3.30953,514.359,537.142,1051.51
244.41,-300.799,-3.17799,-301.164,-3.31355,514.758,537.048,1051.81
244.42,-300.831,-3.18621,-301.197,-3.31716,515.127,536.921,1052.06
244.43,-300.862,-3.19411,-301.23,-3.32037,515.466,536.762,1052.24
244.44,-300.894,-3.20167,-301.263,-3.32316,515.776,536.572,1052.36
244.45,-300.927,-3.20888,-301.296,-3.32555,516.056,536.35,1052.41
244.46,-300.959,-3.21575,-301.33,-3.32752,516.307,536.096,1052.41
244.47,-300.991,-3.22225,-301.363,-3.32907,516.527,535.812,1052.35
244.48,-301.023,-3.22839,-301.396,-3.3302,516.717,535.496,1052.22
244.49,-301.055,-3.23417,-301.43,-3.33091,516.877,535.15,1052.04
244.5,-301.088,-3.23956,-301.463,-3.3312,517.007,534.773,1051.79
244.51,-301.12,-3.24458,-301.496,-3.33106,517.107,534.367,1051.48
244.52,-301.153,-3.24921,-301.53,-3.3305,517.177,533.93,1051.12
244.53,-301.185,-3.25345,-301.563,-3.32951,517.216,533.464,1050.69
244.54,-301.218,-3.2573,-301.596,-3.3281,517.225,532.969,1050.2
244.55,-301.25,-3.26074,-301.629,-3.32627,517.205,532.445,1049.66
244.56,-301.283,-3.26379,-301.663,-3.32401,517.154,531.892,1049.06
244.57,-301.316,-3.26642,-301.696,-3.32133,517.073,531.312,1048.39
244.58,-301.348,-3.26865,-301.729,-3.31824,516.963,530.703,1047.68
244.59,-301.381,-3.27047,-301.762,-3.31472,516.822,530.068,1046.9
244.6,-301.414,-3.27187,-301.795,-3.3108,516.652,529.405,1046.07
244.61,-301.446,-3.27286,-301.828,-3.30646,516.453,528.716,1045.18
244.62,-301.479,-3.27343,-301.861,-3.30172,516.224,528,1044.23
244.63,-301.512,-3.27358,-301.894,-3.29657,515.965,527.259,1043.23
244.64,-301.545,-3.27332,-301.927,-3.29102,515.678,526.493,1042.18
244.65,-301.577,-3.27263,-301.96,-3.28509,515.361,525.702,1041.07
244.66,-301.61,-3.27153,-301.993,-3.27876,515.016,524.886,1039.91
244.67,-301.643,-3.27,-302.026,-3.27205,514.642,524.046,1038.7
244.68,-301.675,-3.26806,-302.059,-3.26496,514.24,523.183,1037.43
244.69,-301.708,-3.26571,-302.091,-3.2575,513.81,522.296,1036.12
244.7,-301.741,-3.26294,-302.124,-3.24968,513.352,521.387,1034.75
244.71,-301.773,-3.25976,-302.156,-3.24149,512.866,520.456,1033.33
244.72,-301.806,-3.25616,-302.189,-3.23296,512.353,519.502,1031.86
244.73,-301.838,-3.25217,-302.221,-3.22408,511.812,518.528,1030.35
244.74,-301.871,-3.24776,-302.253,-3.21486,511.245,517.532,1028.79
244.75,-301.903,-3.24296,-302.285,-3.20532,510.652,516.517,1027.18
244.76,-301.936,-3.23776,-302.317,-3.19545,510.032,515.481,1025.52
244.77,-301.968,-3.23217,-302.349,-3.18527,509.386,514.425,1023.82
244.78,-302,-3.2262,-302.381,-3.17478,508.714,513.351,1022.07
244.79,-302.033,-3.21984,-302.412,-3.164,508.017,512.258,1020.28
244.8,-302.065,-3.2131,-302.444,-3.15293,507.295,511.146,1018.45
244.81,-302.097,-3.206,-302.476,-3.14157,506.548,510.017,1016.57
244.82,-302.129,-3.19853,-302.507,-3.12995,505.777,508.87,1014.66
244.83,-302.161,-3.1907,-302.538,-3.11807,504.982,507.707,1012.7
244.84,-302.193,-3.18251,-302.569,-3.10593,504.164,506.527,1010.7
244.85,-302.225,-3.17398,-302.6,-3.09355,503.322,505.331,1008.66
244.86,-302.256,-3.16512,-302.631,-3.08094,502.457,504.119,1006.58
244.87,-302.288,-3.15592,-302.662,-3.0681,501.569,502.891,1004.47
244.88,-302.319,-3.14639,-302.693,-3.05504,500.659,501.649,1002.32
244.89,-302.351,-3.13655,-302.723,-3.04178,499.728,500.392,1000.13
244.9,-302.382,-3.1264,-302.753,-3.02832,498.774,499.121,997.904
244.91,-302.413,-3.11595,-302.784,-3.01467,497.8,497.836,995.645
244.92,-302.444,-3.10521,-302.814,-3.00085,496.805,496.538,993.351
244.93,-302.475,-3.09418,-302.844,-2.98685,495.789,495.227,991.025
244.94,-302.506,-3.08287,-302.873,-2.9727,494.754,493.903,988.665
244.95,-302.537,-3.0713,-302.903,-2.95839,493.699,492.566,986.273
244.96,-302.568,-3.05947,-302.933,-2.94394,492.624,491.218,983.85
244.97,-302.598,-3.04739,-302.962,-2.92936,491.531,489.857,981.396
244.98,-302.629,-3.03507,-302.991,-2.91466,490.419,488.486,978.913
244.99,-302.659,-3.02251,-303.02,-2.89984,489.289,487.103,976.399
245,-302.689,-3.00973,-303.049,-2.88492,488.141,485.709,973.858
245.01,-302.719,-2.99674,-303.078,-2.8699,486.976,484.305,971.288
245.02,-302.749,-2.98354,-303.107,-2.85479,485.794,482.89,968.691
