# t, theta1, omega1, theta2, omega2, E_total
2.95, -0.1891643536, -0.2272823102, -0.195825484, -0.1290548073, 0.3966446663
3, -0.1981817602, -0.1326899608, -0.1998712094, -0.03244946409, 0.3966448581
3.05, -0.2023802166, -0.03491188217, -0.1990574304, 0.06493532683, 0.3966448469
3.1, -0.2016590116, 0.06370182573, -0.1934036949, 0.1607601317, 0.3966443978
3.15, -0.196035584, 0.1607836217, -0.1830459003, 0.2527187252, 0.396641935
3.2, -0.1856451413, 0.253998673, -0.1682333837, 0.3385880944, 0.3966349175
3.25, -0.170737766, 0.3410952323, -0.1493235042, 0.4162787948, 0.3966204556
3.3, -0.1516729936, 0.4199554177, -0.1267737042, 0.4838852735, 0.3965960367
3.35, -0.1289118472, 0.4886460535, -0.1011310769, 0.5397350865, 0.396560204
3.4, -0.103006348, 0.5454685111, -0.0730195353, 0.5824352339, 0.3965130388
3.45, -0.07458659639, 0.5890057635, -0.04312478569, 0.6109132859, 0.3964563351
3.5, -0.04434561663, 0.618164281, -0.0121774271, 0.6244507321, 0.3963934211
3.55, -0.01302229206, 0.6322081355, 0.01906537045, 0.6227061472, 0.3963286585
3.6, 0.01861715832, 0.6307828296, 0.04983905174, 0.605726342, 0.3962667218
3.65, 0.04979859617, 0.6139269449, 0.07939109793, 0.5739445762, 0.3962118109
3.7, 0.07975963549, 0.5820706366, 0.1070000363, 0.5281659913, 0.3961669638
3.75, 0.1077689106, 0.5360211063, 0.1319934255, 0.4695414765, 0.3961336156
3.8, 0.1331443159, 0.4769362795, 0.1537642859, 0.3995320105, 0.396111494
3.85, 0.1552696761, 0.4062887713, 0.1717855615, 0.3198659913, 0.3960988653
3.9, 0.1736094261, 0.3258227154, 0.1856223257, 0.2324921107, 0.3960930713
3.95, 0.187721008, 0.2375060818, 0.194941568, 0.1395299892, 0.3960912334
4, 0.1972648209, 0.1434807581, 0.1995194902, 0.04322017103, 0.3960909704
4.05, 0.2020116532, 0.04601203468, 0.1992463063, -0.05412564805, 0.3960909737
4.1, 0.2018475958, -0.05256162161, 0.1941285657, -0.1501739575, 0.3960913187
4.15, 0.1967764549, -0.1498783173, 0.1842890145, -0.2426185867, 0.3960934472
4.2, 0.1869196848, -0.2436022972, 0.1699639962, -0.3292300836, 0.3960998242
4.25, 0.172513837, -0.3314737794, 0.1514983717, -0.4079055348, 0.396113342
4.3, 0.1539055042, -0.4113593247, 0.1293379421, -0.4767185554, 0.3961365976
4.35, 0.1315437369, -0.4813025028, 0.1040193859, -0.5339684937, 0.3961711997
4.4, 0.1059699364, -0.5395739055, 0.07615778891, -0.5782271747, 0.3962172566
4.45, 0.07780529837, -0.584718804, 0.04643194549, -0.6083809102, 0.3962731622
4.5, 0.04773597932, -0.6156001204, 0.01556773053, -0.6236652051, 0.396335735
4.55, 0.01649628735, -0.6314340569, -0.01568002866, -0.6236896802, 0.3964006868
4.6, -0.01514967092, -0.6318158106, -0.04654663948, -0.6084512467, 0.3964633268
4.65, -0.04642733689, -0.6167333202, -0.0762769711, -0.5783344282, 0.3965193526
4.7, -0.0765714081, -0.5865678809, -0.1041445733, -0.5340987998, 0.3965655579
4.75, -0.1048452453, -0.5420815691, -0.129469865, -0.4768545771, 0.3966003098
4.8, -0.1305593406, -0.4843925302, -0.1516368435, -0.4080282714, 0.3966236936
4.85, -0.1530882866, -0.4149400997, -0.1701078802, -0.3293208552, 0.3966373046
4.9, -0.1718857989, -0.3354422831, -0.1844362893, -0.2426609984, 0.3966437375
4.95, -0.1864974773, -0.2478482442, -0.1942764842, -0.1501556507, 0.3966458914
5, -0.196571117, -0.1542881601, -0.1993916341, -0.05403967444, 0.3966462431
5.05, -0.2018644848, -0.05702220322, -0.1996588, 0.04337448111, 0.3966462468
5.1, -0.2022505451, 0.04161033001, -0.1950715631, 0.1397467466, 0.3966459875
5.15, -0.1977201542, 0.1392414332, -0.1857401621, 0.2327592053, 0.3966441607
5.2, -0.1883822415, 0.2335245443, -0.1718891379, 0.3201660241, 0.3966383826
5.25, -0.1744614813, 0.3221848437, -0.153852474, 0.3998437444, 0.3966257655
5.3, -0.15629344, 0.403069953, -0.1320662169, 0.4698416811, 0.3966036361
5.35, -0.1343171809, 0.4742008271, -0.107058591, 0.5284315158, 0.3965702416
5.4, -0.1090653375, 0.5338219509, -0.07943768736, 0.5741544576, 0.3965252907
5.45, -0.08115172558, 0.5804492089, -0.04987689979, 0.6058637436, 0.3964702044
5.5, -0.05125666719, 0.6129131642, -0.01909840588, 0.6227599346, 0.3964080161
5.55, -0.02011031912, 0.6303951392, 0.01214488452, 0.6244165233, 0.3963429343
5.6, 0.01152556879, 0.6324535433, 0.04308837596, 0.6107938668, 0.3962796559
5.65, 0.04287692311, 0.6190383762, 0.07297521281, 0.5822402941, 0.3962225744
5.7, 0.07317701862, 0.5904927034, 0.1010754353, 0.5394803041, 0.3961750536
5.75, 0.1016858933, 0.5475409813, 0.1267042412, 0.4835908448, 0.3961389178
5.8, 0.1277088693, 0.4912652254, 0.1492388016, 0.4159675611, 0.3961142677
5.85, 0.1506136169, 0.4230709433, 0.1681331884, 0.3382834539, 0.3960996514
5.9, 0.1698453109, 0.3446453321, 0.182931099, 0.2524425347, 0.3960925471
5.95, 0.1849395584, 0.257910393, 0.1932761882, 0.1605307952, 0.3960900467
6, 0.1955329069, 0.1649733478, 0.1989199193, 0.06476624387, 0.3960895879
6.05, 0.2013708438, 0.06807615486, 0.1997269169, -0.032550956, 0.3960895761
6.1, 0.2023132735, -0.03045481955, 0.195677837, -0.1290879076, 0.3960897656
6.15, 0.1983374894, -0.1282586433, 0.1868697746, -0.2225281393, 0.3960913172
6.2, 0.1895386631, -0.2229893842, 0.1735142117, -0.3106209016, 0.3960965231
6.25, 0.1761278528, -0.3123658476, 0.1559324893, -0.39123089, 0.3961082549
6.3, 0.1584275119, -0.3942218237, 0.134548786, -0.4623882523, 0.3961292531
6.35, 0.1368644748, -0.4665567416, 0.1098806023, -0.5223380875, 0.3961614099
6.4, 0.1119604133, -0.5275859515, 0.08252681433, -0.5695879131, 0.396205202
6.45, 0.08431981924, -0.5757890956, 0.0531534483, -0.6029509436, 0.3962594013
6.5, 0.05461566129, -0.6099543576, 0.02247744823, -0.621582642, 0.3963211341
6.55, 0.0235729862, -0.629215976, -0.008751162059, -0.6250080093, 0.3963862845
6.6, -0.008049131613, -0.6330823904, -0.03976820458, -0.6131374973, 0.39645016
6.65, -0.03947676633, -0.621452814, -0.0698147545, -0.5862702273, 0.3965082819
6.7, -0.06994082523, -0.5946208451, -0.09815638293, -0.5450842362, 0.3965571297
6.75, -0.09869658076, -0.5532648005, -0.1241016024, -0.490614558, 0.3965946831
6.8, -0.125042402, -0.4984255861, -0.1470189472, -0.4242208862, 0.3966206477
6.85, -0.148337104, -0.4314738938, -0.1663522245, -0.347547179, 0.3966363227
6.9, -0.1680154394, -0.3540691643, -0.1816335983, -0.2624757775, 0.3966441474
6.95, -0.1836013891, -0.2681129742, -0.1924942921, -0.1710784067, 0.3966470319
7, -0.1947190336, -0.1756993032, -0.1986728042, -0.07556590682, 0.3966476196
7.05, -0.2011009019, -0.07906359524, -0.200020602, 0.02176215148, 0.3966476426
7.1, -0.2025937695, 0.01946819733, -0.1965053068, 0.1185675137, 0.3966475082
7.15, -0.1991619188, 0.1175301288, -0.188211382, 0.2125230297, 0.3966462017
7.2, -0.1908878838, 0.2127664406, -0.1753383326, 0.3013625232, 0.3966415276
7.25, -0.1779706857, 0.3028817959, -0.158196403, 0.3829310061, 0.3966306371
7.3, -0.1607215486, 0.3856918863, -0.137199756, 0.4552351083, 0.3966107306
7.35, -0.1395570759, 0.4591743321, -0.1128571406, 0.5164929664, 0.3965797845
7.4, -0.1149898877, 0.5215191519, -0.08576010693, 0.5651820996, 0.3965371437
7.45, -0.08761677487, 0.5711773323, -0.05656892148, 0.6000831586, 0.3964838473
7.5, -0.05810451519, 0.6069053566, -0.0259964493, 0.6203170425, 0.3964226087
7.55, -0.02717361752, 0.627803133, 0.005209600209, 0.6253728522, 0.3963574464
7.6, 0.004419610967, 0.6333427135, 0.0362855504, 0.6151245452, 0.3962930389
7.65, 0.03590215574, 0.6233855916, 0.06647115449, 0.589834935, 0.3962339384
7.7, 0.06650393337, 0.5981871518, 0.09502886692, 0.550146703, 0.3961838112
7.75, 0.09547732114, 0.5583878977, 0.1212623545, 0.4970611854, 0.3961448656
7.8, 0.122115931, 0.50499221, 0.1445336753, 0.4319066486, 0.3961175876
7.85, 0.1457720439, 0.4393363727, 0.1642786565, 0.3562984068, 0.3961008346
7.9, 0.1658722272, 0.363048275, 0.1800201288, 0.2720933717, 0.396092258
7.95, 0.1819307833, 0.278001445, 0.1913787993, 0.1813414431, 0.3960889573
8, 0.1935608118, 0.1862658906, 0.1980816568, 0.0862356379, 0.3960882189
8.05, 0.2004827754, 0.09005770042, 0.1999678776, -0.01093784518, 0.3960881794
8.1, 0.2025305418, -0.008311371149, 0.1969922451, -0.1078491423, 0.3960882712
8.15, 0.1996549169, -0.1064838507, 0.1892261026, -0.2021739081, 0.3960893577
8.2, 0.1919246897, -0.2021061361, 0.1768558477, -0.2916425461, 0.3960935278
8.25, 0.1795251986, -0.2928781551, 0.1601789563, -0.3740898284, 0.3961035959
8.3, 0.1627544047, -0.3766034859, 0.1395975155, -0.4475048819, 0.3961224107
8.35, 0.1420164448, -0.4512399604, 0.115609259, -0.5100809049, 0.3961521216
8.4, 0.1178126548, -0.5149501368, 0.08879615141, -0.5602632518, 0.3961935625
8.45, 0.09073009839, -0.5661502713, 0.0598106495, -0.5967938525, 0.3962458902
8.5, 0.06142772775, -0.603555713, 0.02935988551, -0.6187494824, 0.3963065628
8.55, 0.0306204159, -0.6262201652, -0.001811855152, -0.625571313, 0.3963716721
8.6, -0.0009387645046, -0.6335661511, -0.03294186799, -0.6170834972, 0.3964365649
8.65, -0.03247751576, -0.6254043414, -0.06326838486, -0.5934992698, 0.3964966225
8.7, -0.06322394245, -0.6019401455, -0.09204990932, -0.5554140419, 0.396548035
8.75, -0.09242617558, -0.563766996, -0.1185838912, -0.503786062, 0.3965884025
8.8, -0.1193713378, -0.5118468931, -0.1422241539, -0.4399062039, 0.39661704
8.85, -0.1434032488, -0.4474798035, -0.1623965863, -0.3653591398, 0.3966349243
8.9, -0.1639383695, -0.372264241, -0.1786127295, -0.281978459, 0.3966443038
8.95, -0.1804796097, -0.2880516783, -0.190481022, -0.1917981787, 0.3966480617
9, -0.1926277558, -0.1968973236, -0.1977155708, -0.09700263204, 0.3966489764
9.05, -0.2000903913, -0.1010093211, -0.2001424069, 0.0001239547869, 0.3966490398
9.1, -0.2026882664, -0.002697732959, -0.1977032245, 0.09724759358, 0.3966489796
9.15, -0.2003591269, 0.09567608304, -0.1904566232, 0.1920343558, 0.3966480861
9.2, -0.193159022, 0.1917497018, -0.1785768598, 0.282200195, 0.3966443812
9.25, -0.1812611037, 0.2832098186, -0.1623501032, 0.3655610789, 0.3966350913
9.3, -0.16495191, 0.3678427617, -0.1421681726, 0.4400834135, 0.3966173267
9.35, -0.1446251117, 0.4435853648, -0.1185197603, 0.5039341549, 0.3965888203
9.4, -0.1207727183, 0.508575635, -0.09197918085, 0.5555292948, 0.3965485666
9.45, -0.0939737796, 0.5612019137, -0.06319277793, 0.5935787336, 0.396497218
9.5, -0.06488070844, 0.6001485263, -0.03286322783, 0.6171250926, 0.3964371455
9.55, -0.03420346, 0.624435422, -0.001732107619, 0.6255739051, 0.3963721426
9.6, -0.002691934293, 0.6334491732, 0.02943878247, 0.6187129269, 0.3963068291
9.65, 0.02888290533, 0.6269629935, 0.05988675584, 0.5967190103, 0.3962458783
9.7, 0.05974860401, 0.6051441426, 0.08886759493, 0.5601519682, 0.3961932326
9.75, 0.08915082687, 0.5685480951, 0.1156742832, 0.5099359547, 0.3961514744
9.8, 0.1163723563, 0.5180999771, 0.1396545244, 0.447329885, 0.3961214841
9.85, 0.1407508727, 0.4550648093, 0.1602265536, 0.3738891403, 0.3961024529
9.9, 0.1616950147, 0.3810088481, 0.1768928706, 0.2914211331, 0.3960922408
9.95, 0.1786983383, 0.2977546641, 0.1892516493, 0.2019372124, 0.3960879927
10, 0.1913509274, 0.2073325074, 0.1970056948, 0.1076029437, 0.3960868766
10.05, 0.1993485247, 0.1119300546, 0.1999689042, 0.0106881241, 0.3960867799
10.1, 0.2024991401, 0.01384193102, 0.1980702353, -0.08648283612, 0.3960868174
10.15, 0.2007271445, -0.0845803472, 0.1913552058, -0.1815801413, 0.396087541
10.2, 0.1940748725, -0.1809780106, 0.1799849338, -0.2723177927, 0.3960908091
10.25, 0.1827017453, -0.2730346373, 0.1642327118, -0.3565031052, 0.3960993427
10.3, 0.1668809067, -0.3585261491, 0.1444780936, -0.4320866409, 0.3961160621
10.35, 0.1469933434, -0.4353713329, 0.1211984838, -0.497212076, 0.3961433449
10.4, 0.1235194766, -0.5016824342, 0.09495825773, -0.5502648023, 0.3961823673
10.45, 0.09702824297, -0.5558146243, 0.06639552193, -0.5899173623, 0.3962326736
10.5, 0.06816377155, -0.5964124089, 0.03620673168, -0.6151693107, 0.396292074
10.55, 0.0376298659, -0.6224505029, 0.00512950851, -0.6253789121, 0.3963569024
10.6, 0.006172637629, -0.6332664941, -0.0260758728, -0.6202843236, 0.3964225849
10.65, -0.02543823616, -0.6285828448, -0.05664575615, -0.6000125512, 0.3964844015
10.7, -0.05642904957, -0.6085164335, -0.08583250001, -0.5650754205, 0.3965382804
10.75, -0.08604175092, -0.5735748196, -0.112923352, -0.516352896, 0.3965814543
10.8, -0.1135531111, -0.5246395435, -0.1372581998, -0.4550651071, 0.3966128411
10.85, -0.13829276, -0.4629378461, -0.1582456834, -0.3827352172, 0.3966330719
10.9, -0.1596595633, -0.3900050037, -0.1753772762, -0.3011456649, 0.3966441693
10.95, -0.1771359363, -0.3076398933, -0.188239063, -0.2122902845, 0.3966489515
11, -0.1902998213, -0.2178563838, -0.1965210681, -0.1183244139, 0.3966502987
11.05, -0.1988341763, -0.1228327444, -0.2000240693, -0.02151446445, 0.3966504402
11.1, -0.2025339191, -0.024860595, -0.198663895, 0.07581229541, 0.3966504184
11.15, -0.2013103244, 0.07370582464, -0.1924732187, 0.1713176114, 0.3966498408
11.2, -0.1951928959, 0.17049995, -0.1816008647, 0.2627020354, 0.3966469727
11.25, -0.1843287288, 0.2631930532, -0.1663086173, 0.3477549756, 0.3966391515
11.3, -0.1689793594, 0.3495446637, -0.1469655197, 0.4244050859, 0.3966234343
11.35, -0.1495150828, 0.4274533858, -0.1240396524, 0.4907705355, 0.3965973409
11.4, -0.1264067275, 0.4950076991, -0.09808742411, 0.5452080065, 0.3965595322
11.45, -0.1002149123, 0.5505356093, -0.0697404812, 0.5863585687, 0.3965102731
11.5, -0.07157688617, 0.5926512908, -0.03969045083, 0.6131880598, 0.3964515738
11.55, -0.04119116198, 0.6202963052, -0.008671855739, 0.6250194011, 0.3963869698
11.6, -0.009800278675, 0.632772761, 0.02255633488, 0.6215544873, 0.3963209817
11.65, 0.02182784046, 0.6297659679, 0.0532299502, 0.6028839048, 0.3962583649
11.7, 0.05291936006, 0.6113547656, 0.08259902523, 0.5694836759, 0.3962033088
11.75, 0.08271419293, 0.5780086596, 0.1099467248, 0.5221993076, 0.3961587558
11.8, 0.11048519, 0.530572014, 0.1346071779, 0.4622184694, 0.396125985
11.85, 0.1355562424, 0.470236629, 0.1559817054, 0.3910344134, 0.3961045436
11.9, 0.1573187646, 0.3985048555, 0.1735530385, 0.3104026779, 0.3960925334
11.95, 0.1752461523, 0.3171458484, 0.1868972591, 0.222293609, 0.3960871835
12, 0.1889059344, 0.228147563, 0.1956933073, 0.1288428586, 0.3960855776
12.05, 0.197969467, 0.1336667175, 0.1997299964, 0.03230137891, 0.3960853779
12.1, 0.2022191086, 0.03597828525, 0.1989105329, -0.06501429534, 0.3960853887
12.15, 0.2015528765, -0.06257467563, 0.1932545623, -0.1607713392, 0.396085841
12.2, 0.1959866068, -0.1596307279, 0.1828977546, -0.252669791, 0.3960883375
12.25, 0.1856536347, -0.2528596216, 0.1680889278, -0.3384919709, 0.3960954708
12.3, 0.17080199, -0.3400121724, 0.1491846889, -0.4161523389, 0.3961101954
12.35, 0.151789086, -0.4189706796, 0.1266415767, -0.4837474531, 0.3961350857
12.4, 0.1290738779, -0.4877995801, 0.1010057243, -0.5396049922, 0.3961716416
12.45, 0.103206503, -0.5447953118, 0.07290012914, -0.5823300878, 0.3962197933
12.5, 0.07481548314, -0.5885336103, 0.04300972099, -0.6108466462, 0.39627772
12.55, 0.04459267479, -0.6179118598, 0.01206454311, -0.6244310768, 0.3963420293
12.6, 0.01327628095, -0.6321838298, -0.01917851161, -0.6227359864, 0.3964082664
12.65, -0.01836762972, -0.6309842582, -0.04995485736, -0.6058019522, 0.3964716498
12.7, -0.04956453609, -0.614341302, -0.07951164003, -0.5740563867, 0.3965278772
12.75, -0.07955117287, -0.5826757982, -0.1071267818, -0.5282995824, 0.3965738295
12.8, -0.1075948708, -0.5367873907, -0.1321270296, -0.4696790835, 0.3966080248
12.85, -0.1330118969, -0.4778286829, -0.1539044701, -0.3996543769, 0.3966307288
12.9, -0.1551842446, -0.4072694607, -0.1719310888, -0.3199543818, 0.3966437054
12.95, -0.1735744389, -0.3268535441, -0.1857710772, -0.2325302836, 0.3966496698
13, -0.1877380559, -0.2385509043, -0.1950907118, -0.1395059363, 0.3966515679
13.05, -0.1973337783, -0.1445073581, -0.1996657288, -0.04312746082, 0.3966518416
13.1, -0.2021309125, -0.04699352492, -0.1993861784, 0.05428704996, 0.3966518387
13.15, -0.202014356, 0.05164600741, -0.194258774, 0.1503974674, 0.3966514912
13.2, -0.1969870345, 0.149043061, -0.1844067495, 0.2428914059, 0.3966493319
13.25, -0.1871698275, 0.2428560241, -0.1700672237, 0.3295341968, 0.3966428433
13.3, -0.172798983, 0.3308201889, -0.1515860584, 0.4082192204, 0.396629067
13.35, -0.1542210055, 0.4107984933, -0.1294101945, 0.4770182779, 0.3966053425
13.4, -0.1318850008, 0.4808323975, -0.1040774889, 0.5342310085, 0.3965700174
13.45, -0.1063324923, 0.5391919308, -0.07620413814, 0.5784316482, 0.3965229724
13.5, -0.07818478963, 0.5844232031, -0.04646987694, 0.6085108501, 0.396465842
13.55, -0.0481280927, 0.615391069, -0.01560126306, 0.6237100077, 0.3964018734
13.6, -0.01689663772, 0.6313143217, 0.01564651543, 0.6236456349, 0.3963354488
13.65, 0.01474567591, 0.6317908916, 0.04650876156, 0.6083218911, 0.3962713652
13.7, 0.04602462574, 0.6168110541, 0.0762306971, 0.5781302171, 0.3962140262
13.75, 0.07617534183, 0.5867575445, 0.1040865483, 0.5338361202, 0.3961667167
13.8, 0.1044616583, 0.5423925762, 0.1293976705, 0.4765542137, 0.396131115
13.85, 0.130194509, 0.4848328607, 0.1515491709, 0.4077134804, 0.3961071424
13.9, 0.1527488148, 0.4155146301, 0.1700046013, 0.3290152395, 0.3960931745
13.95, 0.1715784241, 0.3361511969, 0.1843184201, 0.2423863922, 0.3960865624
14, 0.1862287999, 0.2486856943, 0.1941460481, 0.1499302124, 0.3960843421
14.05, 0.196347274, 0.1552413342, 0.1992514376, 0.05387636014, 0.3960839771
14.1, 0.2016907883, 0.05807090896, 0.199512145, -0.04346893173, 0.3960839729
14.15, 0.2021311156, -0.04049348576, 0.1949219232, -0.1397722279, 0.3960842333
14.2, 0.1976575781, -0.1380902426, 0.1855908532, -0.2327220377, 0.3960860832
14.25, 0.1883772835, -0.232377798, 0.1717430151, -0.3200781446, 0.3960919536
14.3, 0.1745128808, -0.3210844064, 0.1537116818, -0.3997213733, 0.3961047952
14.35, 0.156397814, -0.4020584394, 0.1319320172, -0.4697035873, 0.3961273458
14.4, 0.1344690501, -0.4733190484, 0.1069312845, -0.5282970462, 0.3961614064
14.45, 0.109257281, -0.5331063339, 0.07931663515, -0.5740415184, 0.3962072881
14.5, 0.0813746611, -0.5799294093, 0.04976064305, -0.605786935, 0.3962635517
14.55, 0.05150024135, -0.6126100908, 0.01898487112, -0.622729027, 0.3963271073
14.6, 0.02036338186, -0.6303195774, -0.01225811603, -0.624435435, 0.3963936585
14.65, -0.01127443872, -0.6326055145, -0.04320376265, -0.6108602518, 0.3964584029
14.7, -0.0426388806, -0.6194072995, -0.07309494287, -0.5823457843, 0.3965168414
14.75, -0.07296244266, -0.5910583411, -0.1012011449, -0.5396113816, 0.396565523
14.8, -0.1015039424, -0.5482750735, -0.1268367903, -0.4837302517, 0.3966025679
14.85, -0.1275671324, -0.4921336464, -0.1493781308, -0.4160960987, 0.3966278598
14.9, -0.1505178812, -0.424036167, -0.1682782713, -0.3383819879, 0.3966428734
14.95, -0.1697994552, -0.3456689727, -0.1830799962, -0.2524940043, 0.3966501825
15, -0.1849455713, -0.258955593, -0.1934261977, -0.1605220296, 0.3966527621
15.05, -0.1955910155, -0.1660068135, -0.199067809, -0.06468941481, 0.3966532384
15.1, -0.2014797329, -0.06906968938, -0.1998692178, 0.03269738279, 0.396653251
15.15, -0.202470366, 0.02952338184, -0.1958111695, 0.1292988107, 0.3966530608
15.2, -0.1985392585, 0.1274051347, -0.1869911775, 0.2227920064, 0.3966514883
15.25, -0.1897809435, 0.2222236089, -0.1736214421, 0.3109207034, 0.3966461942
15.3, -0.1764061232, 0.3116924163, -0.1560242653, 0.3915454919, 0.396634242
15.35, -0.1587371253, 0.3936413948, -0.1346249475, 0.4626942437, 0.3966128256
15.4, -0.1372008191, 0.4660675126, -0.1099421737, 0.5226118651, 0.3965800031
15.45, -0.1123189954, 0.5271852246, -0.08257596011, 0.569807826, 0.3965352788
15.5, -0.08469627246, 0.5754747361, -0.05319332436, 0.6030992934, 0.3964799001
15.55, -0.05500568623, 0.6097259776, -0.02251196116, 0.6216473395, 0.3964167989
15.6, -0.02397224209, 0.6290757047, 0.008717666516, 0.6249837177, 0.3963501803
15.65, 0.007645161555, 0.6330351389, 0.03973129468, 0.6130261418, 0.3962848419
15.7, 0.03907290934, 0.621505998, 0.06977027402, 0.5860808161, 0.3962253665
15.75, 0.06954232636, 0.5947835897, 0.09810078676, 0.544832012, 0.3961753598
15.8, 0.09830915917, 0.5535467108, 0.1240322347, 0.4903195678, 0.3961368956
15.85, 0.1246722376, 0.4988352132, 0.1469342364, 0.4239061179, 0.3961102837
15.9, 0.1479907431, 0.4320170621, 0.1662517781, 0.3472364531, 0.3960942031
15.95, 0.167699617, 0.354747338, 0.181518191, 0.2621916015, 0.3960861646
16, 0.1833227743, 0.2689218393, 0.1923657493, 0.1708399951, 0.3960831939
