# t, theta1, omega1, theta2, omega2, E_total
16.05, 0.1944839124, 0.1766277234, 0.1985337946, 0.07538754884, 0.3960825854
16.1, 0.2009148206, 0.08009306696, 0.1998743608, -0.02187223587, 0.396082561
16.15, 0.2024611646, -0.01836350582, 0.1963553153, -0.1186077322, 0.3960826955
16.2, 0.1990857644, -0.1163827142, 0.1880610357, -0.2124983493, 0.3960840169
16.25, 0.1908693879, -0.2116141902, 0.1751906277, -0.3012837873, 0.3960887628
16.3, 0.1780090641, -0.3017661651, 0.1580536712, -0.382813703, 0.396099843
16.35, 0.1608139016, -0.3846556422, 0.1370634725, -0.4550977051, 0.3961201224
16.4, 0.1396983848, -0.4582590253, 0.1127278229, -0.5163549655, 0.3961516785
16.45, 0.1151731412, -0.520762512, 0.08563731411, -0.5650620032, 0.3961951931
16.5, 0.08783322242, -0.5706108086, 0.05645135299, -0.5999965417, 0.396249618
16.55, 0.05834403556, -0.6065520242, 0.02588213378, -0.6202749292, 0.3963121913
16.6, 0.02742517836, -0.6276761616, -0.00532304636, -0.625380563, 0.3963788126
16.65, -0.004167434249, -0.6334445505, -0.03640062127, -0.615181139, 0.3964446999
16.7, -0.03566063992, -0.6237079423, -0.06659014114, -0.5899333042, 0.3965051937
16.75, -0.06628368659, -0.598711759, -0.09515356508, -0.5502743141, 0.3965565348
16.8, -0.09528781953, -0.55908804, -0.1213938238, -0.4972013857, 0.3965964511
16.85, -0.1219651451, -0.5058347674, -0.1446720751, -0.4320404021, 0.3966244318
16.9, -0.1456661784, -0.4402842528, -0.1644231761, -0.3564062803, 0.3966416342
16.95, -0.1658155861, -0.3640629681, -0.1801690183, -0.2721575709, 0.3966504537
17, -0.1819257613, -0.2790454737, -0.1915295001, -0.1813476983, 0.396653856
17.05, -0.1936080009, -0.1873049487, -0.198231018, -0.08617475953, 0.3966546209
17.1, -0.2005811673, -0.09106231417, -0.2001124397, 0.01106888746, 0.3966546625
17.15, -0.2026777993, 0.007364766512, -0.1971285627, 0.1080467176, 0.3966545707
17.2, -0.1998476826, 0.1056124672, -0.1893510771, 0.2024278481, 0.3966534711
17.25, -0.192158902, 0.2013210103, -0.1769670381, 0.2919368901, 0.3966492329
17.3, -0.1797963843, 0.2921848794, -0.1602748382, 0.3744041293, 0.3966389794
17.35, -0.1630579234, 0.3760033797, -0.1396776632, 0.4478159627, 0.3966197948
17.4, -0.1423476669, 0.4507315297, -0.1156744316, 0.5103649111, 0.3965894749
17.45, -0.1181670629, 0.5145306496, -0.08884827255, 0.5604978107, 0.3965471587
17.5, -0.09110331096, 0.5658172654, -0.05985268104, 0.5969601336, 0.3964937003
17.55, -0.06181545241, 0.6033082627, -0.02939560476, 0.6188339562, 0.3964316914
17.6, -0.03101834887, 0.6260597611, 0.001778154748, 0.6255670276, 0.3963651237
17.65, 0.0005350710805, 0.6334970864, 0.03290572502, 0.6169907409, 0.3962987538
17.7, 0.03207279238, 0.6254335563, 0.06322553431, 0.5933255475, 0.3962373065
17.75, 0.06282331949, 0.6020765396, 0.09199662844, 0.5551733681, 0.3961846829
17.8, 0.09203525429, 0.56402028, 0.1185172943, 0.5034976437, 0.3961433443
17.85, 0.1189961948, 0.5122261015, 0.1421424092, 0.4395926506, 0.3961139997
17.9, 0.1430503608, 0.4479916271, 0.1622990342, 0.3650443821, 0.3960956582
17.95, 0.1636144543, 0.3729113585, 0.1784998949, 0.281685583, 0.3960860267
18, 0.180191387, 0.2888312658, 0.1903545199, 0.1915473826, 0.3960821597
18.05, 0.1923816419, 0.1977999059, 0.197577917, 0.09680949273, 0.3960812141
18.1, 0.199892147, 0.1020180997, 0.1999967527, -0.0002497507552, 0.3960811477
18.15, 0.2025426263, 0.003788485785, 0.1975530427, -0.09730294879, 0.3960812077
18.2, 0.2002694385, -0.09453447903, 0.1903053737, -0.1920228353, 0.39608211
18.25, 0.1931269266, -0.1905941268, 0.1784276682, -0.2821314746, 0.3960858693
18.3, 0.1812862895, -0.2820811965, 0.1622054805, -0.3654498222, 0.3960953171
18.35, 0.1650319623, -0.3667838803, 0.1420298045, -0.4399476833, 0.3961134091
18.4, 0.1447554816, -0.4426383827, 0.1183883836, -0.5037935067, 0.3961424702
18.45, 0.1209468189, -0.5077794654, 0.0918545597, -0.5554027344, 0.3961835401
18.5, 0.09418321268, -0.5605897032, 0.06307378166, -0.5934827381, 0.3962359656
18.55, 0.0651156095, -0.599745451, 0.03274800165, -0.6170718937, 0.3962973359
18.6, 0.03445294127, -0.6242570091, 0.001618319031, -0.6255702118, 0.3963637819
18.65, 0.002944595071, -0.6335003102, -0.02955364741, -0.618759223, 0.3964305837
18.7, -0.02863843819, -0.627237726, -0.06000507711, -0.5968095004, 0.3964929597
18.75, -0.05952314589, -0.6056262812, -0.08899131702, -0.5602751813, 0.3965468693
18.8, -0.08895415465, -0.5692125699, -0.115804659, -0.5100759398, 0.3965896587
18.85, -0.1162128112, -0.5189148008, -0.139791931, -0.4474678732, 0.3966204137
18.9, -0.1406350725, -0.4559934519, -0.1603703999, -0.3740055021, 0.396639949
18.95, -0.1616276905, -0.3820127944, -0.1770416051, -0.2914974312, 0.3966504456
19, -0.1786822982, -0.2987959162, -0.1894028695, -0.2019581476, 0.3966548212
19.05, -0.19138714, -0.2083758179, -0.197156347, -0.1075580076, 0.3966559757
19.1, -0.1994363032, -0.1129447128, -0.2001155551, -0.01057280131, 0.3966560768
19.15, -0.2026364022, -0.01480298048, -0.1982093905, 0.08666642616, 0.3966560395
19.2, -0.2009107177, 0.08369152121, -0.1914836443, 0.1818232261, 0.3966553084
19.25, -0.1943008123, 0.1801737261, -0.1801000281, 0.2726055581, 0.3966519893
19.3, -0.1829656369, 0.2723215365, -0.1643327024, 0.356815889, 0.396643302
19.35, -0.167178123, 0.3579062906, -0.1445622913, 0.4324016081, 0.3966262587
19.4, -0.1473192402, 0.4348436108, -0.1212673789, 0.4975052302, 0.3965984224
19.45, -0.1238695109, 0.501244154, -0.09501352439, 0.5505131483, 0.3965585826
19.5, -0.09739801409, 0.5554630511, -0.06643991478, 0.5901010178, 0.3965071969
19.55, -0.06854898764, 0.5961461118, -0.03624388221, 0.6152733579, 0.3964464967
19.6, -0.03802625273, 0.6222703388, -0.005163639565, 0.6253948032, 0.396380225
19.65, -0.006575809241, 0.6331761153, 0.02604028856, 0.6202106938, 0.3963130567
19.7, 0.02503291869, 0.6285886667, 0.05660436161, 0.5998553517, 0.3962498188
19.75, 0.05602660414, 0.60862706, 0.08578140828, 0.5648473589, 0.3961946793
19.8, 0.08564765913, 0.5737999832, 0.1128594568, 0.5160722398, 0.3961504747
19.85, 0.1131733401, 0.5249886726, 0.1371794122, 0.4547539774, 0.3961183199
19.9, 0.1379337066, 0.4634184138, 0.1581510753, 0.3824175453, 0.3960975779
19.95, 0.1593279137, 0.3906208327, 0.1752671154, 0.3008450172, 0.3960861871
20, 0.1768384435, 0.3083896005, 0.1881147428, 0.2120277636, 0.3960812692
20.05, 0.1900430122, 0.2187321331, 0.1963849363, 0.1181168326, 0.3960798788
20.1, 0.1986240071, 0.1238194514, 0.199879177, 0.02137295463, 0.3960797312
20.15, 0.2023754044, 0.02593568875, 0.1985136892, -0.07588311987, 0.3960797527
20.2, 0.2012071695, -0.07257202159, 0.1923212084, -0.1713198714, 0.3960803349
20.25, 0.1951471643, -0.1693432121, 0.1814502917, -0.2626441697, 0.3960832429
20.3, 0.1843405752, -0.2620536535, 0.1661621635, -0.3476507339, 0.3960911934
20.35, 0.1690468551, -0.3484652796, 0.1468250772, -0.424272025, 0.3961071953
20.4, 0.1496341556, -0.4264766514, 0.1239061785, -0.49062816, 0.3961337897
20.45, 0.126571229, -0.4941735877, 0.09796089445, -0.5450757299, 0.3961723565
20.5, 0.1004168159, -0.5498788614, 0.06961994557, -0.5862536914, 0.3962226386
20.55, 0.07180660803, -0.5921991109, 0.03957418501, -0.6131239685, 0.3962825948
20.6, 0.04143798548, -0.6200665421, 0.008557594159, -0.6250041723, 0.396348621
20.65, 0.01005285442, -0.632772747, -0.02267110995, -0.6215900418, 0.3964161003
20.7, -0.02158095584, -0.629992134, -0.05334769301, -0.6029658049, 0.3964801691
20.75, -0.05268916625, -0.6117930718, -0.08272181744, -0.569601586, 0.3965365358
20.8, -0.08251074938, -0.5786357961, -0.1100760051, -0.5223380718, 0.3965821793
20.85, -0.1103171964, -0.5313572514, -0.1347435389, -0.4623596904, 0.3966157773
20.9, -0.1354307238, -0.4711441296, -0.156124778, -0.3911583697, 0.39663778
20.95, -0.1572408797, -0.3994962209, -0.1737014775, -0.3104903835, 0.3966501197
21, -0.1752191288, -0.3181826647, -0.1870488304, -0.2223288107, 0.3966556267
21.05, -0.1889311282, -0.2291937201, -0.1958450695, -0.1288137779, 0.3966572855
21.1, -0.1980465267, -0.1346903151, -0.1998785595, -0.03220203434, 0.3966574936
21.15, -0.2023462228, -0.03695299006, -0.1990523704, 0.06518330994, 0.396657483
21.2, -0.2017270728, 0.06166889799, -0.1933863464, 0.1610026924, 0.3966570269
21.25, -0.1962040717, 0.1588075209, -0.1830166839, 0.2529498881, 0.3966544936
21.3, -0.1859100229, 0.2521267419, -0.1681930161, 0.3388020287, 0.396647235
21.35, -0.1710926957, 0.3393724951, -0.1492729866, 0.4164699718, 0.3966322295
21.4, -0.1521094535, 0.4184235678, -0.1267143034, 0.4840486328, 0.3966068397
21.45, -0.1294193387, 0.4873424512, -0.1010642972, 0.5398662046, 0.3965695248
21.5, -0.1035726333, 0.5444252185, -0.07294708317, 0.5825304841, 0.3965203475
21.55, -0.07519798554, 0.5882486545, -0.04304852588, 0.6109699799, 0.3964611614
21.6, -0.04498729712, 0.6177122762, -0.01209933293, 0.6244672314, 0.3963954293
21.65, -0.01367869185, 0.6320726129, 0.01914327157, 0.6226819353, 0.3963277029
21.7, 0.0179619834, 0.6309672549, 0.04991473525, 0.60566205, 0.3962628712
21.75, 0.04916056276, 0.6144267539, 0.07946259916, 0.5738419604, 0.3962053371
21.8, 0.07915423371, 0.5828733772, 0.1070655052, 0.5280278642, 0.396158296
21.85, 0.1072108185, 0.5371068303, 0.1320511767, 0.4693715971, 0.3961232712
21.9, 0.1326470388, 0.4782781517, 0.153812843, 0.3993349435, 0.3960999997
21.95, 0.1548452216, 0.4078538505, 0.1718236929, 0.3196469452, 0.3960866849
22, 0.1732680206, 0.3275728574, 0.185649073, 0.2322567666, 0.396080555
22.05, 0.187470861, 0.2393989156, 0.1949562649, 0.1392843288, 0.3960785982
22.1, 0.1971119385, 0.1454706988, 0.1995217735, 0.04297031176, 0.3960783138
22.15, 0.2019597035, 0.0480513091, 0.199236119, -0.05437360632, 0.3960783164
22.2, 0.2018978247, -0.05052194599, 0.1941061523, -0.1504140719, 0.3960786658
22.25, 0.1969276545, -0.1478872973, 0.1842549101, -0.2428451967, 0.3960808532
22.3, 0.187168213, -0.2417080649, 0.1699190096, -0.3294379232, 0.3960874457
22.35, 0.1728536903, -0.3297224714, 0.1514435629, -0.4080898333, 0.3961014667
22.4, 0.154328445, -0.4097939932, 0.1292745955, -0.4768751263, 0.3961256404
22.45, 0.1320394749, -0.4799620215, 0.1039489788, -0.534093814, 0.3961616658
22.5, 0.1065263643, -0.5384919043, 0.07608195682, -0.5783184511, 0.3962096781
22.55, 0.07840877939, -0.5839226779, 0.04635244424, -0.6084361329, 0.3962680208
22.6, 0.04837168107, -0.6151101707, 0.015486396, -0.623683185, 0.3963333854
22.65, 0.01714855411, -0.6312628232, -0.01576132212, -0.6236700699, 0.3964012987
22.7, -0.01449691843, -0.6319676459, -0.04662602124, -0.6083945416, 0.3964668561
22.75, -0.04579018725, -0.6172042444, -0.0763526161, -0.578241951, 0.3965255486
22.8, -0.07596554498, -0.5873457251, -0.1042147427, -0.5339726666, 0.3965740058
22.85, -0.1042855474, -0.5431463986, -0.1295329444, -0.4766976502, 0.3966104974
22.9, -0.1300595094, -0.48571731, -0.1516913794, -0.4078440992, 0.3966350907
22.95, -0.1526605116, -0.4164915504, -0.1701526119, -0.329113604, 0.3966494364
23, -0.1715404699, -0.3371818678, -0.1844701785, -0.2424353758, 0.3966562387
23.05, -0.1862429478, -0.2497332281, -0.1942987398, -0.1499168226, 0.3966585295
23.1, -0.1964135217, -0.1562726961, -0.1994017328, -0.05379317481, 0.3966589088
23.15, -0.2018076104, -0.05905841069, -0.1996565024, 0.04362285077, 0.3966589135
23.2, -0.2022957557, 0.03957130835, -0.1950569242, 0.1399910289, 0.3966586516
23.25, -0.1978663681, 0.1372483971, -0.1857135361, 0.2329934128, 0.3966567762
23.3, -0.1886259597, 0.2316252167, -0.1718511763, 0.3203842803, 0.3966508058
23.35, -0.1747968668, 0.3204248568, -0.153804116, 0.4000404386, 0.3966377233
23.4, -0.1567124475, 0.4014918348, -0.1320086723, 0.4700116335, 0.3966147256
23.45, -0.1348097374, 0.4728429954, -0.1069933142, 0.5285701461, 0.3965799641
23.5, -0.1096195722, 0.5327177371, -0.07936634341, 0.5742579477, 0.3965331124
23.55, -0.08175424742, 0.5796259472, -0.0498013225, 0.6059291851, 0.3964756338
23.6, -0.05189288534, 0.612391394, -0.01902054917, 0.6227854472, 0.3964106807
23.65, -0.02076479921, 0.6301879722, 0.01222300021, 0.6244013368, 0.3963426421
23.7, 0.01086872173, 0.6325662412, 0.0431647203, 0.6107383574, 0.3962764275
23.75, 0.04223366669, 0.6194681749, 0.07304780278, 0.5821459728, 0.3962166398
23.8, 0.07256297281, 0.591228897, 0.1011423906, 0.5393497574, 0.396166813
23.85, 0.1011159508, 0.5485652596, 0.1267638359, 0.4834276338, 0.396128877
23.9, 0.1271968284, 0.492552238, 0.1492895093, 0.4157760859, 0.3961029593
23.95, 0.1501718477, 0.4245890462, 0.1681737204, 0.338068796, 0.3960875597
24, 0.1694844621, 0.3463574671, 0.1829604342, 0.2522102866, 0.3960800517
24.05, 0.1846683103, 0.2597750519, 0.1932935943, 0.1602868877, 0.396077395
24.1, 0.1953577742, 0.166945579, 0.1989249656, 0.06451677894, 0.3960769014
24.15, 0.2012960288, 0.07010858742, 0.1997194786, -0.03279986127, 0.396076888
24.2, 0.2023405708, -0.02841094764, 0.1956580926, -0.1293302638, 0.3960770788
24.25, 0.1984662423, -0.1262524521, 0.1868381963, -0.222758213, 0.3960786699
24.3, 0.1897657718, -0.2210693063, 0.1734715493, -0.3108333306, 0.3960840459
24.35, 0.1764478349, -0.310578563, 0.1558797496, -0.3914207862, 0.3960962059
24.4, 0.1588326177, -0.3926111737, 0.1344872061, -0.4625512934, 0.3961180217
24.45, 0.1373448562, -0.4651626337, 0.1098116198, -0.5224705981, 0.3961514872
24.5, 0.1125043477, -0.5264432839, 0.08245203276, -0.5696869343, 0.3961971218
24.55, 0.08491398563, -0.5749267445, 0.05307460013, -0.6030142889, 0.3962536647
24.6, 0.05524546437, -0.6093942837, 0.02239635502, -0.621608939, 0.3963181312
24.65, 0.02422292089, -0.6289725083, -0.008832631024, -0.6249967237, 0.3963862305
24.7, -0.007395085447, -0.633161743, -0.0398481744, -0.6130889388, 0.3964530591
24.75, -0.03883473166, -0.6218528752, -0.06989138665, -0.5861855372, 0.3965139268
24.8, -0.06932661235, -0.5953312566, -0.09822791616, -0.544965358, 0.396565136
24.85, -0.09812528286, -0.5542673203, -0.1241663918, -0.4904641922, 0.3966045526
24.9, -0.1245280155, -0.4996947035, -0.1470755006, -0.4240424338, 0.396631846
24.95, -0.1478921846, -0.432977648, -0.1663992359, -0.3473446743, 0.3966483558
25, -0.1676508036, -0.3557701071, -0.1816699778, -0.2622538136, 0.3966566214
25.05, -0.1833258653, -0.2699692182, -0.1925191917, -0.1708420541, 0.3966596837
25.1, -0.1945392674, -0.1776656047, -0.1986856395, -0.075320625, 0.3966603144
25.15, -0.2010212157, -0.08109243697, -0.2000210693, 0.02201061201, 0.3966603401
25.2, -0.2026160748, 0.01742554422, -0.196493395, 0.1188132202, 0.3966602053
25.25, -0.1992856823, 0.1155225657, -0.1881873786, 0.2127599899, 0.3966588672
25.3, -0.191110144, 0.21084202, -0.1753028234, 0.3015848228, 0.3966540432
25.35, -0.1782861209, 0.3010867067, -0.1581502644, 0.3831329608, 0.3966427591
25.4, -0.1611225953, 0.3840694404, -0.1371441396, 0.4554114271, 0.3966220826
25.45, -0.1400340981, 0.4577639554, -0.1127934491, 0.5166389202, 0.3965898834
25.5, -0.1155313957, 0.5203553991, -0.08568996196, 0.5652936866, 0.3965454559
25.55, -0.08820969259, 0.5702889572, -0.0564941234, 0.6001572557, 0.3964898637
25.6, -0.05873449149, 0.6063144854, -0.02591892997, 0.6203515318, 0.3964259231
25.65, -0.02782537504, 0.6275245893, 0.005287830151, 0.6253667114, 0.3963578219
25.7, 0.003761897902, 0.633383546, 0.03636245767, 0.6150778949, 0.3962904475
25.75, 0.03525446546, 0.6237448403, 0.06654474047, 0.5897490377, 0.3962285659
25.8, 0.06588199597, 0.598855874, 0.09509722377, 0.5500239142, 0.3961760256
25.85, 0.0948962254, 0.5593494499, 0.1213237176, 0.4969048612, 0.3961351569
25.9, 0.1215897513, 0.5062227643, 0.1445864703, 0.4317210168, 0.3961064906
25.95, 0.1453134981, 0.4408056266, 0.164321539, 0.3560884134, 0.3960888515
26, 0.1654923737, 0.3647203056, 0.1800520161, 0.2718645119, 0.3960797962
26.05, 0.1816387634, 0.2798356575, 0.1913988938, 0.1810995886, 0.3960762951
26.1, 0.1933636412, 0.1882180186, 0.19808946, 0.08598686772, 0.3960755041
26.15, 0.2003851857, 0.09208082712, 0.1999631972, -0.01118740367, 0.3960754604
26.2, 0.2025348743, -0.006265784979, 0.1969751931, -0.1080934592, 0.3960755521
26.25, 0.1997610665, -0.1044649354, 0.1891970873, -0.2024071828, 0.3960766632
26.3, 0.1921301018, -0.2001625712, 0.1768155592, -0.2918593248, 0.3960809643
26.35, 0.1798249179, -0.2910571089, 0.1601283465, -0.3742851102, 0.396091392
26.4, 0.1631411778, -0.3749495335, 0.1395377731, -0.4476742124, 0.3961109288
26.45, 0.1424808773, -0.4497939886, 0.1155417799, -0.5102204599, 0.3961418353
26.5, 0.1183434226, -0.5137482609, 0.08872250557, -0.5603699094, 0.3961850037
26.55, 0.09131421276, -0.5652228038, 0.05973254405, -0.5968652518, 0.3962395755
26.6, 0.06205084886, -0.6029262375, 0.02927912567, -0.6187840688, 0.3963029142
26.65, 0.03126720927, -0.6259047758, -0.00189340722, -0.6255683658, 0.3963709491
26.7, -0.0002842390283, -0.6335729126, -0.03302233517, -0.6170431397, 0.3964388202
26.75, -0.03183139454, -0.6257330146, -0.06334591718, -0.593422461, 0.396501694
26.8, -0.06260214197, -0.6025822012, -0.09212272512, -0.5553025503, 0.3965555722
26.85, -0.09184398431, -0.5647059161, -0.1186503166, -0.5036424241, 0.3965979251
26.9, -0.1188430298, -0.513058733, -0.1422826601, -0.4397336698, 0.3966280133
26.95, -0.1429417312, -0.4489339696, -0.1624458233, -0.3651616081, 0.3966468383
27, -0.1635548725, -0.373924427, -0.1786515572, -0.2817604043, 0.3966567371
27.05, -0.1801834269, -0.2898768986, -0.1905085365, -0.1915645719, 0.3966607203
27.1, -0.1924260371, -0.1988429927, -0.1977311275, -0.09675885311, 0.3966616986
27.15, -0.1999879898, -0.1030283382, -0.2001456384, 0.0003722118061, 0.3966617682
27.2, -0.2026876397, -0.004741549971, -0.1976940539, 0.09749442685, 0.3966617084
27.25, -0.2004602907, 0.09365641796, -0.1904352713, 0.1922737751, 0.396660796
27.3, -0.1933595557, 0.1898025195, -0.1785438465, 0.2824262558, 0.3966569773
27.35, -0.1815562069, 0.2813818139, -0.1623062412, 0.3657680315, 0.3966473593
27.4, -0.1653345095, 0.3661779794, -0.142114554, 0.4402658643, 0.3966289178
27.45, -0.1450860195, 0.4421241893, -0.1184577345, 0.5040872343, 0.3965992703
27.5, -0.1213008394, 0.5073537969, -0.09191032401, 0.5556488247, 0.3965573458
27.55, -0.09455636853, 0.5602495448, -0.06311885468, 0.5936613827, 0.3965038036
27.6, -0.06550367133, 0.5994893047, -0.03278614532, 0.6171685095, 0.3964411008
27.65, -0.03485169559, 0.6240858596, -0.001653863918, 0.6255768176, 0.3963731877
27.7, -0.003349706203, 0.6334180934, 0.02951615397, 0.6186751999, 0.3963048873
27.75, 0.02823157588, 0.6272512419, 0.05996124372, 0.5966416552, 0.3962410894
27.8, 0.05911953738, 0.6057445535, 0.0889372663, 0.5600371048, 0.3961859292
27.85, 0.08855928907, 0.5694457178, 0.1157373373, 0.5097867274, 0.3961421267
27.9, 0.1158326804, 0.5192725421, 0.1397093405, 0.4471503416, 0.3961106251
27.95, 0.1402761089, 0.4564833991, 0.1602717334, 0.3736840829, 0.3960905996
28, 0.1612966182, 0.3826387229, 0.176927271, 0.2911959511, 0.3960798269
28.05, 0.178385901, 0.2995561933, 0.1892744077, 0.20169771, 0.3960753274
28.1, 0.1911319578, 0.2092621613, 0.1970162459, 0.1073551693, 0.3960741356
28.15, 0.1992282787, 0.1139414227, 0.1999669874, 0.01043820825, 0.39607403
28.2, 0.2024805024, 0.01588674889, 0.1980558958, -0.08672882942, 0.396074067
28.25, 0.2008105616, -0.08255116753, 0.1913287875, -0.1818163496, 0.3960748046
28.3, 0.1942583375, -0.179013342, 0.179947066, -0.272538676, 0.3960781705
28.35, 0.1829808353, -0.2711820817, 0.1641842903, -0.3567035541, 0.3960870016
28.4, 0.1672488725, -0.3568309601, 0.1444202573, -0.4322620729, 0.3961043525
28.45, 0.1474412549, -0.4338753217, 0.1211325854, -0.4973585217, 0.3961327203
28.5, 0.1240364216, -0.5004228811, 0.09488583157, -0.5503789794, 0.3961733538
28.55, 0.09760158081, -0.554823231, 0.06631824803, -0.5899967381, 0.3962257993
28.6, 0.06877943598, -0.5957143437, 0.03612639689, -0.6152121496, 0.3962877899
28.65, 0.03827271273, -0.6220635977, 0.00504796584, -0.6253843077, 0.3963555098
28.7, 0.006826827356, -0.6332006506, -0.0261567461, -0.6202522127, 0.396424185
28.75, -0.02478883225, -0.6288396972, -0.05672410066, -0.5999437091, 0.3964888788
28.8, -0.05580043354, -0.6090892972, -0.08590651564, -0.564971439, 0.3965453218
28.85, -0.08544938701, -0.5744489292, -0.1129913379, -0.516216145, 0.3965906011
28.9, -0.1130115333, -0.5257925596, -0.1373185919, -0.4548986827, 0.3966235625
28.95, -0.1378152109, -0.4643405901, -0.1582970896, -0.3825428789, 0.3966448447
29, -0.1592576741, -0.3916223632, -0.1754185071, -0.300931765, 0.3966565468
29.05, -0.1768194554, -0.3094318392, -0.1882691603, -0.2120596897, 0.396661609
29.1, -0.1900763949, -0.2197790433, -0.1965393279, -0.1180824201, 0.3966630455
29.15, -0.1987091835, -0.1248394871, -0.2000300612, -0.02126670376, 0.3966631994
29.2, -0.2025103612, -0.02690310583, -0.1986574765, 0.07605995804, 0.3966631782
29.25, -0.2013887664, 0.07167649649, -0.1924545441, 0.1715591946, 0.3966625905
29.3, -0.1953714609, 0.1685323629, -0.1815703874, 0.262931572, 0.3966596389
29.35, -0.1846031431, 0.2613343566, -0.1662670858, 0.3479666586, 0.3966515484
29.4, -0.169343048, 0.3478395847, -0.1469139656, 0.4245934274, 0.3966352421
29.45, -0.1499593162, 0.4259432169, -0.1239793703, 0.4909305339, 0.3966081167
29.5, -0.1269208182, 0.493729299, -0.09801994278, 0.5453353151, 0.3965687541
29.55, -0.1007864607, 0.5495204443, -0.06966752718, 0.5864496544, 0.3965174086
29.6, -0.07219207302, 0.591924555, -0.03961390399, 0.6132403426, 0.3964561589
29.65, -0.04183508082, 0.6198761719, -0.008593698792, 0.625031362, 0.3963886838
29.7, -0.01045730227, 0.6326698135, 0.02263407129, 0.6215257354, 0.3963196998
29.75, 0.02117367107, 0.6299828552, 0.05330524461, 0.6028151985, 0.3962541795
29.8, 0.05228393549, 0.6118861109, 0.08266992237, 0.5693768947, 0.3961965138
29.85, 0.08211293726, 0.5788412282, 0.1100113899, 0.5220573784, 0.3961497979
29.9, 0.1099326774, 0.531685129, 0.1346639466, 0.4620452525, 0.3961153914
29.95, 0.1350658396, 0.4716027994, 0.1560291264, 0.3908345583, 0.3960928426
30, 0.15690231, 0.4000905719, 0.1735899096, 0.31018146, 0.3960801832
30.05, 0.174913677, 0.3189124947, 0.1869226539, 0.2220567565, 0.3960745239
30.1, 0.1886654314, 0.2300523976, 0.1957065935, 0.1285963812, 0.3960728136
30.15, 0.1978267103, 0.1356638881, 0.1997308457, 0.03205140331, 0.3960725972
30.2, 0.2021775232, 0.03801985437, 0.1988989231, -0.06526167759, 0.3960726075
30.25, 0.2016134596, -0.0605377011, 0.193230772, -0.1610102097, 0.3960730666
30.3, 0.1961479014, -0.1576473608, 0.1828623515, -0.2528945285, 0.3960756335
30.35, 0.1859117542, -0.250977843, 0.1680427507, -0.3386973622, 0.3960830088
30.4, 0.1711506973, -0.338277859, 0.1491288252, -0.4163336776, 0.3960982801
30.45, 0.152219925, -0.4174265122, 0.1265773343, -0.4839006279, 0.3961241481
30.5, 0.1295763614, -0.4864839509, 0.1009346005, -0.5397265638, 0.3961621981
30.55, 0.1037683536, -0.5437412634, 0.07282377469, -0.5824173536, 0.3962123798
30.6, 0.07542292579, -0.5877678552, 0.04292990248, -0.6108976915, 0.3962728127
30.65, 0.04523077491, -0.6174539377, 0.01198310233, -0.6244448105, 0.396339969
30.7, 0.01392932023, -0.6320454622, -0.01925969931, -0.6227121585, 0.3964092022
30.75, -0.01771575132, -0.6311689504, -0.05003392521, -0.6057411536, 0.3964755142
30.8, -0.04892988547, -0.6148442261, -0.07958677145, -0.5739600306, 0.396534397
30.85, -0.07894937019, -0.5834839672, -0.1071962508, -0.5281698697, 0.3965825716
30.9, -0.1070406917, -0.5378801081, -0.1321892388, -0.4695189533, 0.3966184664
30.95, -0.1325189035, -0.4791782308, -0.1539579863, -0.3994674464, 0.3966423371
31, -0.1547644553, -0.4088419723, -0.1719746754, -0.319744877, 0.3966560105
31.05, -0.1732380458, -0.3286100008, -0.1858037223, -0.2323029627, 0.3966623165
31.1, -0.1874931933, -0.2404482009, -0.1951116531, -0.1392660066, 0.3966643357
31.15, -0.1971863458, -0.1464993884, -0.1996744737, -0.04288048738, 0.3966646314
31.2, -0.2020844519, -0.04903225955, -0.1993825195, 0.05453524504, 0.3966646292
31.25, -0.2020699814, 0.04960946653, -0.194242799, 0.1506409181, 0.3966642773
31.3, -0.1971434151, 0.1470574486, -0.1843788453, 0.2431241299, 0.3966620591
31.35, -0.187423221, 0.2409688935, -0.170028074, 0.3297503378, 0.3966553536
31.4, -0.1731433201, 0.3290768983, -0.1515366331, 0.4084132046, 0.3966410701
31.45, -0.154648025, 0.409241193, -0.1293517319, 0.4771849802, 0.3966164193
31.5, -0.1323844351, 0.479499026, -0.1040114686, 0.5343659213, 0.396579657
31.55, -0.1068923025, 0.538115244, -0.07613224641, 0.5785310437, 0.3965306367
31.6, -0.07879144765, 0.5836298731, -0.04639396386, 0.608571925, 0.3964710437
31.65, -0.0487669055, 0.6149009013, -0.01552329327, 0.6237309991, 0.3964042532
31.7, -0.01755210685, 0.6311396421, 0.01572451687, 0.6236258973, 0.3963348347
31.75, 0.01408946937, 0.6319361478, 0.046584766, 0.6082619282, 0.3962678012
31.8, 0.0453836225, 0.6172726661, 0.07630272956, 0.5780316645, 0.3962077649
31.85, 0.07556510466, 0.587524015, 0.1041527426, 0.5337016812, 0.3961581774
31.9, 0.1038969842, 0.5434448524, 0.1294563202, 0.4763875539, 0.3961208151
31.95, 0.1296890653, 0.4861449186, 0.1515987742, 0.4075190887, 0.3960956179
32, 0.1523148088, 0.4170542368, 0.1700438978, 0.3287982684, 0.3960809056
32.05, 0.1712263147, 0.3378808003, 0.1843464204, 0.2421524856, 0.3960739189
