# t, theta1, omega1, theta2, omega2, E_total
1.3, -0.1467828043, 0.4360792756, -0.1212453421, 0.4971000674, 0.396143147
1.35, -0.1232772174, 0.5022392861, -0.09501110625, 0.550136319, 0.3961393246
1.4, -0.09676237643, 0.5561989633, -0.06645530127, 0.5897680644, 0.3961344002
1.45, -0.06788333535, 0.596608856, -0.03627454317, 0.6149972273, 0.3961285889
1.5, -0.0373444937, 0.6224507346, -0.005206479841, 0.625185034, 0.3961222501
1.55, -0.005892189653, 0.6330698301, 0.02598874414, 0.6200728866, 0.3961158312
1.6, 0.02570405991, 0.6281963484, 0.05654776493, 0.5997909699, 0.3961097934
1.65, 0.05667108845, 0.6079545077, 0.08572338327, 0.5648538737, 0.3961045338
1.7, 0.08625173062, 0.5728583338, 0.1128034103, 0.5161435982, 0.3961003219
1.75, 0.1137239369, 0.5237945733, 0.1371283752, 0.4548813369, 0.3960972622
1.8, 0.1384187395, 0.4619941424, 0.1581075856, 0.3825901955, 0.3960952918
1.85, 0.159736549, 0.3889943307, 0.17523315, 0.3010513904, 0.3960942124
1.9, 0.1771613848, 0.3065943769, 0.1880916996, 0.2122564342, 0.3960937481
1.95, 0.1902727723, 0.2168070005, 0.1963736644, 0.1183574113, 0.3960936179
2, 0.1987551629, 0.1218080555, 0.1998800473, 0.02161679745, 0.3960936043
2.05, 0.2024048216, 0.02388579904, 0.1985266942, -0.07564244449, 0.3960936065
2.1, 0.2011341857, -0.07460948512, 0.1923460792, -0.1710863893, 0.3960936637
2.15, 0.1949737165, -0.1713154247, 0.1814866167, -0.2624195872, 0.3960939462
2.2, 0.1840712582, -0.2639073931, 0.1662094973, -0.3474347827, 0.3960947145
2.25, 0.1686888991, -0.3501486586, 0.1468830258, -0.4240630207, 0.3960962562
2.3, 0.1491973129, -0.4279410032, 0.123974453, -0.4904237105, 0.3960988132
2.35, 0.126067564, -0.4953754116, 0.09803932719, -0.5448735121, 0.3961025156
2.4, 0.09986039934, -0.5507817006, 0.06970846719, -0.5860522109, 0.3961073364
2.45, 0.0712131221, -0.5927752262, 0.03967276626, -0.6129232138, 0.3961130784
2.5, 0.04082425271, -0.6202982431, 0.008666158983, -0.6248060869, 0.3961193953
2.55, 0.009436311462, -0.6326532601, -0.02255278901, -0.621398755, 0.3961258448
2.6, -0.02218281448, -0.629525924, -0.05322010421, -0.6027875886, 0.3961319622
2.65, -0.05325934605, -0.6109955816, -0.08258581009, -0.5694445339, 0.3961373385
2.7, -0.0830332864, -0.5775326254, -0.1099328672, -0.5222115269, 0.396141687
2.75, -0.1107776343, -0.5299828494, -0.1345950413, -0.4622734761, 0.3961448835
2.8, -0.1358165154, -0.4695401194, -0.1559731761, -0.3911218972, 0.3961469732
2.85, -0.1575416992, -0.3977095015, -0.1735494676, -0.3105117221, 0.3961481423
2.9, -0.1754270863, -0.3162634429, -0.1868994603, -0.2224138097, 0.3961486622
2.95, -0.1890408868, -0.2271936131, -0.1957016079, -0.1289653236, 0.3961488177
3, -0.1980553296, -0.1326606397, -0.1997443338, -0.03241951225, 0.3961488369
3.05, -0.2022538407, -0.03494331555, -0.1989305834, 0.06490429334, 0.3961488357
3.1, -0.2015356867, 0.06361189113, -0.1932798862, 0.1606702964, 0.3961487909
3.15, -0.1959181065, 0.1606408746, -0.1829279426, 0.2525757236, 0.3961485447
3.2, -0.1855359464, 0.2538117726, -0.1681237309, 0.3384005579, 0.3961478433
3.25, -0.1706387957, 0.3408751128, -0.1492241175, 0.4160576601, 0.3961463978
3.3, -0.1515856044, 0.4197144223, -0.1266859581, 0.483642916, 0.3961439571
3.35, -0.1288367628, 0.4883969694, -0.1010557112, 0.5394843508, 0.3961403755
3.4, -0.1029436625, 0.5452235913, -0.07295665678, 0.5821884469, 0.396135661
3.45, -0.07453582337, 0.5887758218, -0.04307391677, 0.6106813429, 0.3961299928
3.5, -0.04430578117, 0.6179579441, -0.01213759747, 0.6242423405, 0.3961237036
3.55, -0.01299205395, 0.6320313215, 0.01909550022, 0.6225272991, 0.3961172294
3.6, 0.01863936172, 0.6306385002, 0.04986104696, 0.6055800635, 0.3961110374
3.65, 0.04981440204, 0.6138151533, 0.07940660145, 0.5738309744, 0.3961055477
3.7, 0.07977061731, 0.581988857, 0.1070106297, 0.5280825851, 0.3961010639
3.75, 0.1077764626, 0.535964806, 0.132000513, 0.4694837699, 0.3960977296
3.8, 0.1331495706, 0.4768996659, 0.1537690121, 0.3994942413, 0.3960955178
3.85, 0.1552734627, 0.4062656312, 0.1717887685, 0.3198419706, 0.3960942551
3.9, 0.1736122698, 0.3258072561, 0.1856245532, 0.2324760639, 0.3960936758
3.95, 0.1877231714, 0.2374936854, 0.1949430932, 0.13951731, 0.396093492
4, 0.1972663773, 0.1434685733, 0.1995204021, 0.04320801346, 0.3960934658
4.05, 0.2020125861, 0.04599934793, 0.1992466038, -0.05413799926, 0.3960934661
4.1, 0.2018479093, -0.05257327213, 0.1941282681, -0.1501849724, 0.3960935006
4.15, 0.1967762836, -0.1498852955, 0.1842882711, -0.2426246438, 0.3960937135
4.2, 0.1869193896, -0.2435992763, 0.1699631816, -0.3292258771, 0.3960943512
4.25, 0.1725140748, -0.331454364, 0.1514981555, -0.4078846977, 0.396095703
4.3, 0.1539072624, -0.4113168285, 0.1293393226, -0.4766744366, 0.3960980285
4.35, 0.1315483268, -0.4812308043, 0.1040236833, -0.5338950141, 0.3961014884
4.4, 0.1059789434, -0.539468295, 0.07616659548, -0.5781196723, 0.3961060934
4.45, 0.07782049214, -0.5845767322, 0.04644703516, -0.6082368853, 0.3961116829
4.5, 0.04775919072, -0.6154217642, 0.01559093601, -0.6234848824, 0.3961179385
4.55, 0.01652926307, -0.6312226371, -0.01564696109, -0.6234763219, 0.3961244316
4.6, -0.01510542254, -0.6315776181, -0.04650220368, -0.6082111745, 0.3961306933
4.65, -0.04637069364, -0.6164774395, -0.07622004836, -0.5780767469, 0.3961362934
4.7, -0.07650176076, -0.5863056322, -0.1040745587, -0.533834841, 0.3961409117
4.75, -0.1047625905, -0.5418257192, -0.1293867598, -0.4765971151, 0.3961443849
4.8, -0.13046433, -0.4841563468, -0.1515413046, -0.4077905852, 0.3961467219
4.85, -0.1529822266, -0.4147363391, -0.17000122, -0.3291157233, 0.3961480821
4.9, -0.1717706003, -0.3352822035, -0.1843204259, -0.2424997174, 0.396148725
4.95, -0.1863755579, -0.2477407343, -0.1941538453, -0.1500471648, 0.3961489402
5, -0.196445265, -0.1542390565, -0.1992650208, -0.05398988948, 0.3961489753
5.05, -0.2017376943, -0.0570338532, -0.199531223, 0.04336314345, 0.3961489757
5.1, -0.2021258363, 0.0415392274, -0.194946063, 0.1396755184, 0.3961489497
5.15, -0.1976003934, 0.1391156967, -0.1856196283, 0.232632854, 0.3961487671
5.2, -0.1882699738, 0.2333521043, -0.1717761408, 0.3199924554, 0.3961481896
5.25, -0.1743587908, 0.3219760942, -0.1537491232, 0.399633361, 0.3961469284
5.3, -0.1562018463, 0.4028369171, -0.1319740565, 0.469606548, 0.3961447165
5.35, -0.1342375817, 0.4739562061, -0.1069785401, 0.5281844058, 0.3961413786
5.4, -0.1089979989, 0.5335781399, -0.07937002932, 0.5739078583, 0.3961368854
5.45, -0.08109632106, 0.5802173666, -0.04982132063, 0.6056289181, 0.3961313789
5.5, -0.05121236025, 0.6127024219, -0.0190540761, 0.6225461211, 0.3961251623
5.55, -0.02007587988, 0.6302120234, 0.01217919298, 0.6242303501, 0.3961186562
5.6, 0.01155162433, 0.632301664, 0.04311415014, 0.6106390365, 0.3961123302
5.65, 0.04289618553, 0.6189184093, 0.07299405071, 0.5821175637, 0.3961066235
5.7, 0.07319104404, 0.5904026614, 0.1010889042, 0.5393877556, 0.3961018725
5.75, 0.1016960823, 0.5474767377, 0.126713756, 0.483524411, 0.3960982597
5.8, 0.1277163774, 0.4912212321, 0.149245535, 0.4159217428, 0.3960957951
5.85, 0.1506193038, 0.4230410586, 0.1681380192, 0.3382521491, 0.3960943337
5.9, 0.169849732, 0.3446236709, 0.1829346039, 0.2524198887, 0.3960936234
5.95, 0.184942998, 0.2578921094, 0.1932786737, 0.1605119821, 0.3960933735
6, 0.1955354465, 0.1649552692, 0.19892149, 0.06474810084, 0.3960933276
6.05, 0.2013724576, 0.06805720509, 0.1997275701, -0.03256950515, 0.3960933264
6.1, 0.2023139381, -0.0304734484, 0.1956775725, -0.129105681, 0.3960933454
6.15, 0.1983372965, -0.1282735889, 0.1868687064, -0.2225417942, 0.3960935006
6.2, 0.1895379198, -0.2229954717, 0.1735126677, -0.3106252926, 0.3960940213
6.25, 0.1761271582, -0.3123566743, 0.1559310884, -0.3912196538, 0.3960951945
6.3, 0.1584278009, -0.3941905151, 0.1345484799, -0.4623545639, 0.3960972944
6.35, 0.1368670198, -0.4664968047, 0.1098826779, -0.5222755133, 0.3961005099
6.4, 0.1119667839, -0.5274921395, 0.08253285243, -0.5694912742, 0.3961048886
6.45, 0.08433179942, -0.5756581932, 0.05316524056, -0.6028170977, 0.3961103075
6.5, 0.05463513173, -0.609785801, 0.0224968793, -0.6214110988, 0.3961164793
6.55, 0.02360178093, -0.6290122353, -0.008722257744, -0.6248013077, 0.3961229924
6.6, -0.00800938056, -0.6328490659, -0.03972819779, -0.6129012968, 0.3961293776
6.65, -0.03942478147, -0.6211984275, -0.06976237323, -0.5860130969, 0.3961351872
6.7, -0.06987581833, -0.5943563393, -0.0980908465, -0.5448171546, 0.3961400696
6.75, -0.09861835611, -0.5530027922, -0.1240227243, -0.4903501702, 0.3961438228
6.8, -0.1249514176, -0.498179442, -0.1469271958, -0.4239725866, 0.3961464177
6.85, -0.1482344839, -0.4312567184, -0.1662487359, -0.3473281057, 0.3961479841
6.9, -0.1679029352, -0.3538927918, -0.181520138, -0.2622978103, 0.396148766
6.95, -0.183481293, -0.267987057, -0.1923731691, -0.1709512573, 0.3961490542
7, -0.1945940501, -0.1756305743, -0.1985467427, -0.0754963792, 0.3961491129
7.05, -0.2009739883, -0.0790553668, -0.1998925828, 0.02177067015, 0.3961491152
7.1, -0.2024679576, 0.01941626149, -0.196378389, 0.1185152909, 0.3961491017
7.15, -0.1990401332, 0.1174219502, -0.1880885203, 0.2124139364, 0.3961489711
7.2, -0.1907727701, 0.2126091813, -0.1752222048, 0.3012036991, 0.3961485039
7.25, -0.1778644622, 0.3026852606, -0.1580892597, 0.3827322692, 0.3961474153
7.3, -0.1606258937, 0.3854677238, -0.1371033063, 0.4550081575, 0.3961454255
7.35, -0.1394730588, 0.4589351024, -0.1127724811, 0.5162504455, 0.3961423322
7.4, -0.1149179472, 0.5212773402, -0.08568769891, 0.5649366036, 0.3961380699
7.45, -0.08755674745, 0.5709443974, -0.05650861801, 0.5998462725, 0.3961327423
7.5, -0.05805570774, 0.6066909012, -0.02594756728, 0.6200985013, 0.3961266207
7.55, -0.02713491685, 0.6276142719, 0.005248170509, 0.6251799001, 0.3961201066
7.6, 0.004449603233, 0.6331836995, 0.03631521016, 0.6149615562, 0.3961136678
7.65, 0.03592497669, 0.623257732, 0.06649344937, 0.5897033253, 0.3961077594
7.7, 0.0665211156, 0.5980890179, 0.09504534322, 0.5500451395, 0.3961027479
7.75, 0.09549026681, 0.5583157988, 0.1212744325, 0.4969860601, 0.3960988542
7.8, 0.122125815, 0.504940876, 0.1445425519, 0.4318527612, 0.396096127
7.85, 0.1457797551, 0.4392997676, 0.1642852457, 0.3562597779, 0.396094452
7.9, 0.1658783512, 0.3630204518, 0.1800250437, 0.2720640981, 0.3960935946
7.95, 0.1819356276, 0.2779773518, 0.191382377, 0.1813165031, 0.3960932646
8, 0.1935644682, 0.186242045, 0.1980840197, 0.0862115655, 0.3960931908
8.05, 0.200485211, 0.09003266376, 0.199969024, -0.01096248595, 0.3960931869
8.1, 0.2025317084, -0.008336765578, 0.1969921576, -0.1078735287, 0.3960931961
8.15, 0.1996548644, -0.1065065381, 0.1892248612, -0.2021949987, 0.3960933048
8.2, 0.191923671, -0.2021211263, 0.176853734, -0.291655387, 0.3960937219
8.25, 0.1795237536, -0.2928790764, 0.1601765367, -0.3740880972, 0.3960947288
8.3, 0.1627534114, -0.3765833157, 0.1395956914, -0.4474816183, 0.3960966104
8.35, 0.1420171311, -0.4511918711, 0.1156092787, -0.5100293567, 0.3960995814
8.4, 0.1178165668, -0.514868374, 0.0887995771, -0.5601777517, 0.3961037252
8.45, 0.09073902576, -0.5660309722, 0.0598192824, -0.5966706328, 0.3961089571
8.5, 0.06144359162, -0.6033975765, 0.02937565347, -0.6185873407, 0.3961150231
8.55, 0.03064512856, -0.6260248983, -0.001787038041, -0.6253720523, 0.3961215321
8.6, -0.0009034553835, -0.6333386351, -0.03290625686, -0.6168520862, 0.396128019
8.65, -0.03243018368, -0.6251524922, -0.06322056008, -0.5932436996, 0.3961340222
8.7, -0.06316362399, -0.6016744744, -0.09198891778, -0.5551448856, 0.3961391609
8.75, -0.09235248365, -0.5634999089, -0.1185093589, -0.5035157763, 0.3961431954
8.8, -0.1192845346, -0.5115917937, -0.1421363585, -0.4396482382, 0.3961460573
8.85, -0.1433042708, -0.4472500857, -0.162296482, -0.3651269349, 0.3961478445
8.9, -0.1638288011, -0.3720722647, -0.1785019211, -0.281784429, 0.3961487817
8.95, -0.1803616074, -0.2879078209, -0.1903616892, -0.191652766, 0.3961491571
9, -0.1925039287, -0.1968091909, -0.1975903494, -0.09691351622, 0.3961492485
9.05, -0.1999636471, -0.1009811825, -0.2000142351, 0.0001524277683, 0.3961492548
9.1, -0.202561636, -0.002730225786, -0.1975751676, 0.09721471696, 0.3961492488
9.15, -0.2002355818, 0.0955859593, -0.1903316897, 0.1919430794, 0.3961491595
9.2, -0.1930412977, 0.1916083035, -0.1784578247, 0.2820568541, 0.3961487891
9.25, -0.1811515452, 0.2830263142, -0.1622393503, 0.3653748584, 0.3961478604
9.3, -0.1648523487, 0.3676283721, -0.142067571, 0.4398655911, 0.3961460847
9.35, -0.1445367856, 0.4433524529, -0.1184305815, 0.5036971881, 0.3961432352
9.4, -0.120696239, 0.5083367227, -0.09190206458, 0.5552858313, 0.3961392114
9.45, -0.09390914895, 0.5609687138, -0.06312774733, 0.5933406325, 0.3961340786
9.5, -0.06482738138, 0.5999310763, -0.03280975138, 0.6169025483, 0.3961280735
9.55, -0.0341604461, 0.6242414021, -0.001689200594, 0.6253747545, 0.3961215754
9.6, -0.002657927686, 0.6332834704, 0.02947242789, 0.6185422066, 0.3961150461
9.65, 0.02890938128, 0.6268275521, 0.05991262545, 0.5965788021, 0.3961089527
9.7, 0.05976905205, 0.6050381108, 0.08888720715, 0.5600415433, 0.3961036896
9.75, 0.08916664549, 0.5684682458, 0.115689058, 0.5098521934, 0.3960995148
9.8, 0.1163847363, 0.5180413519, 0.1396656789, 0.4472679206, 0.3960965165
9.85, 0.14076073, 0.4550215122, 0.1602350344, 0.3738431525, 0.3960946138
9.9, 0.1617029649, 0.3809749016, 0.1768993272, 0.2913852031, 0.3960935929
9.95, 0.1787047133, 0.2977248347, 0.1892564502, 0.2019061488, 0.3960931683
10, 0.1913558314, 0.2073030173, 0.1970089823, 0.1075729931, 0.3960930567
10.05, 0.1993519206, 0.1118991047, 0.19997068, 0.01065749464, 0.3960930471
10.1, 0.2025009569, 0.01380998585, 0.1980704673, -0.08651368926, 0.3960930508
10.15, 0.2007273918, -0.08461054191, 0.1913539418, -0.1816084982, 0.3960931232
10.2, 0.1940737496, -0.1810016807, 0.1799824093, -0.272338921, 0.3960934501
10.25, 0.1826997311, -0.2730454801, 0.1642294394, -0.3565107599, 0.3960943037
10.3, 0.1668788188, -0.358517034, 0.1444749217, -0.4320737654, 0.3960959758
10.35, 0.1469923599, -0.4353351363, 0.1211966167, -0.497171637, 0.3960987041
10.4, 0.1235211127, -0.5016129261, 0.09495923232, -0.5501906746, 0.3961026062
10.45, 0.09703428549, -0.5557073155, 0.06640114087, -0.5898051732, 0.3961076362
10.5, 0.06817617272, -0.5962652686, 0.03621895725, -0.6150171522, 0.396113575
10.55, 0.037650607, -0.6222644663, 0.005150325801, -0.6251878422, 0.3961200561
10.6, 0.006203573467, -0.6330456984, -0.02604461116, -0.6200585953, 0.3961266221
10.65, -0.02539553687, -0.6283345601, -0.05660248914, -0.5997595382, 0.3961328011
10.7, -0.05637345276, -0.6082506876, -0.08577610604, -0.5648052395, 0.3961381863
10.75, -0.08597267979, -0.5733037477, -0.1128532709, -0.516077757, 0.3961425013
10.8, -0.1134706307, -0.5243765234, -0.1371745165, -0.4547984533, 0.3961456379
10.85, -0.1381976145, -0.4626965009, -0.1581491656, -0.3824907338, 0.3961476595
10.9, -0.1595531627, -0.3897981658, -0.1752693601, -0.3009362495, 0.3961487684
10.95, -0.1770202919, -0.3074786234, -0.1881217897, -0.2121270695, 0.3961492461
11, -0.1901774349, -0.2177491331, -0.196396973, -0.1182159283, 0.3961493807
11.05, -0.1987078938, -0.122784728, -0.1998960358, -0.02146600255, 0.3961493948
11.1, -0.2024067581, -0.02487342864, -0.1985349818, 0.0757990468, 0.3961493926
11.15, -0.2011852909, 0.07363419979, -0.1923464765, 0.1712446594, 0.3961493349
11.2, -0.1950728051, 0.1703750505, -0.1814791549, 0.2625748755, 0.3961490481
11.25, -0.1842160434, 0.2630233657, -0.1661944489, 0.3475821131, 0.3961482662
11.3, -0.1688760579, 0.3493409288, -0.1468609156, 0.4241973231, 0.3961466951
11.35, -0.1494225685, 0.4272277136, -0.1239460562, 0.4905400866, 0.3961440867
11.4, -0.1263257843, 0.494772594, -0.09800565364, 0.5449675158, 0.3961403073
11.45, -0.1001457094, 0.5503029894, -0.06967073216, 0.5861201195, 0.3961353833
11.5, -0.07151903062, 0.5924315898, -0.03963234797, 0.612962266, 0.3961295154
11.55, -0.0411437919, 0.6200977427, -0.008624545741, 0.6248146658, 0.3961230573
11.6, -0.009762187438, 0.632600846, 0.02259405913, 0.6213764977, 0.3961164606
11.65, 0.02185806206, 0.6296232842, 0.05325950704, 0.6027354115, 0.3961102008
11.7, 0.05294317841, 0.6112410544, 0.08262189813, 0.5693645707, 0.3961046967
11.75, 0.08273299744, 0.5779211832, 0.1099643273, 0.5221069868, 0.3961002426
11.8, 0.1105001834, 0.5305061585, 0.1346207433, 0.4621484339, 0.3960969664
11.85, 0.1355683655, 0.4701866734, 0.1559922102, 0.3909810383, 0.3960948228
11.9, 0.1573286624, 0.398464824, 0.1735611676, 0.3103600633, 0.3960936222
11.95, 0.1752541821, 0.3171103524, 0.1869034132, 0.2222564215, 0.3960930874
12, 0.1889122146, 0.2281125456, 0.1956976503, 0.1288070756, 0.3960929269
12.05, 0.1979739589, 0.1336300244, 0.1997325363, 0.03226485954, 0.396092907
12.1, 0.2022217209, 0.03594000487, 0.1989112253, -0.06505146955, 0.3960929081
12.15, 0.2015535806, -0.06261213617, 0.1932534245, -0.1608067877, 0.3960929533
12.2, 0.1959855488, -0.1596628401, 0.182894977, -0.2526990313, 0.3960932031
12.25, 0.1856512312, -0.2528801886, 0.1680849686, -0.3385088711, 0.3960939166
12.3, 0.1707989958, -0.3400139963, 0.1491803404, -0.4161497854, 0.3960953893
12.35, 0.1517866237, -0.4189463807, 0.1266379946, -0.4837181697, 0.3960978785
12.4, 0.1290734252, -0.4877424869, 0.1010044138, -0.5395424291, 0.3961015341
12.45, 0.1032098352, -0.5447003331, 0.07290288635, -0.5822292903, 0.3961063488
12.5, 0.07482457446, -0.5883979966, 0.04301853391, -0.6107050108, 0.3961121404
12.55, 0.04460956593, -0.6177357698, 0.0120814589, -0.6242489114, 0.3961185697
12.6, 0.01330292508, -0.6319706351, -0.01915154074, -0.6225168067, 0.3961251912
12.65, -0.01832952906, -0.6307405461, -0.04991613577, -0.6055524779, 0.396131527
12.7, -0.04951367933, -0.614076567, -0.07945988226, -0.5737862291, 0.3961371469
12.75, -0.07948679594, -0.5824018459, -0.1070612434, -0.5280206475, 0.3961417396
12.8, -0.1075168408, -0.5365175101, -0.1320476018, -0.4694047474, 0.3961451569
12.85, -0.1329207623, -0.4775766647, -0.1538117297, -0.3993985095, 0.3961474256
12.9, -0.1550812342, -0.4070485543, -0.171826297, -0.3197303099, 0.3961487222
12.95, -0.1734614092, -0.3266754488, -0.1856561265, -0.2323497867, 0.396149318
13, -0.1876173908, -0.2384248853, -0.1949680265, -0.139378363, 0.3961495076
13.05, -0.1972082493, -0.1444395609, -0.1995381248, -0.04305903937, 0.3961495349
13.1, -0.202003511, -0.0469865446, -0.1992566955, 0.0542936507, 0.3961495346
13.15, -0.2018881106, 0.05159327075, -0.1941304925, 0.1503432938, 0.3961494999
13.2, -0.196864829, 0.1489352526, -0.1842826066, 0.2427810813, 0.3961492839
13.25, -0.1870542332, 0.2427009058, -0.1699498446, 0.3293755023, 0.3961486352
13.3, -0.1726921187, 0.3306279694, -0.1514776133, 0.4080224303, 0.396147258
13.35, -0.1541244359, 0.4105809748, -0.1293122953, 0.476795306, 0.3961448864
13.4, -0.1317996806, 0.480602012, -0.1039911307, 0.533994439, 0.3961413552
13.45, -0.1062587595, 0.5389607512, -0.07612969105, 0.5781937369, 0.3961366524
13.5, -0.07812240715, 0.5842020183, -0.04640712622, 0.6082825883, 0.3961309414
13.55, -0.04807633261, 0.6151886083, -0.01554949285, 0.6235003342, 0.3961245468
13.6, -0.01685439921, 0.6311367013, 0.01568840434, 0.6234608726, 0.3961179065
13.65, 0.01477972767, 0.6316413345, 0.04654211251, 0.6081654589, 0.3961115001
13.7, 0.04605191415, 0.6166899072, 0.0762569514, 0.5780026416, 0.3961057679
13.75, 0.07619724153, 0.5866625842, 0.104107107, 0.5337353388, 0.3961010383
13.8, 0.1044793796, 0.5423195643, 0.1294137779, 0.4764761284, 0.3960974791
13.85, 0.1302090152, 0.4847762862, 0.1515618308, 0.4076526978, 0.3960950826
13.9, 0.1527607792, 0.4154685524, 0.1700145325, 0.3289659137, 0.3960936863
13.95, 0.1715882302, 0.3361101001, 0.1843260561, 0.2423430775, 0.3960930254
14, 0.1862365824, 0.2486452616, 0.1941515763, 0.1498886378, 0.3960928035
14.05, 0.1963529948, 0.1551990638, 0.1992548746, 0.05383404484, 0.396092767
14.1, 0.2016943387, 0.05802650829, 0.1995134367, -0.04351228293, 0.3960927666
14.15, 0.2021324307, -0.04053796526, 0.1949210589, -0.1398145895, 0.3960927927
14.2, 0.1976567517, -0.1381305459, 0.1855879791, -0.2327592034, 0.3960929778
14.25, 0.1883746695, -0.2324078702, 0.1717385343, -0.3201041303, 0.396093565
14.3, 0.174509168, -0.3210970228, 0.1537063284, -0.3997290477, 0.3960948495
14.35, 0.1563940655, -0.4020460047, 0.1319268942, -0.4696854706, 0.3960971048
14.4, 0.1344666993, -0.4732744859, 0.106927859, -0.5282461988, 0.396100511
14.45, 0.1092580835, -0.5330239778, 0.07931668915, -0.5739524298, 0.3961050988
14.5, 0.08138060379, -0.5798058059, 0.04976618148, -0.6056563201, 0.3961107244
14.55, 0.0515134148, -0.612444621, 0.01899799423, -0.6225564413, 0.3961170785
14.6, 0.02038582843, -0.63011483, -0.01223536501, -0.6242236394, 0.3961237315
14.65, -0.01124088851, -0.6323673605, -0.04316956067, -0.6106152788, 0.3961302033
14.7, -0.0425927675, -0.6191446522, -0.07304784584, -0.582076693, 0.3961360443
14.75, -0.07290281849, -0.5907826194, -0.1011402267, -0.5393297178, 0.3961409097
14.8, -0.1014304766, -0.5479994148, -0.1267617483, -0.4834492633, 0.3961446118
14.85, -0.1274801745, -0.4918719462, -0.1492893475, -0.4158297794, 0.3961471391
14.9, -0.1504184728, -0.423802034, -0.1681768262, -0.3381440382, 0.3961486392
14.95, -0.1696892894, -0.3454746968, -0.1829676248, -0.2522968042, 0.3961493693
15, -0.1848269031, -0.2588112185, -0.1933052019, -0.1603757139, 0.396149627
15.05, -0.1954665301, -0.1659193971, -0.1989409254, -0.0646011276, 0.3961496745
15.1, -0.2013523827, -0.06904280293, -0.1997394542, 0.03272399243, 0.3961496758
15.15, -0.2023431898, 0.02948986594, -0.1956816237, 0.129263814, 0.3961496567
15.2, -0.1984151973, 0.127314962, -0.1868648514, 0.2226991251, 0.3961494995
15.25, -0.1896626677, 0.2220837756, -0.1735010672, 0.3107769525, 0.3961489701
15.3, -0.1762958845, 0.3115125495, -0.1559121523, 0.3913605663, 0.3961477752
15.35, -0.1586366449, 0.3934329336, -0.134522872, 0.4624797003, 0.3961456343
15.4, -0.1371112208, 0.4658427609, -0.1098513067, 0.5223801706, 0.3961423531
15.45, -0.1122407867, 0.5269563587, -0.08249684726, 0.5695713557, 0.3961378823
15.5, -0.0846293753, 0.5752528563, -0.05312591516, 0.6028693707, 0.3961323464
15.55, -0.05494951175, 0.6095202909, -0.02245568287, 0.6214334062, 0.3961260384
15.6, -0.02392580166, 0.6288929161, 0.008763798241, 0.6247927134, 0.3961193788
15.65, 0.007683121509, 0.632879107, 0.03976854064, 0.6128621504, 0.396112847
15.7, 0.03910376249, 0.6213776857, 0.06980002602, 0.5859450102, 0.3961069013
15.75, 0.06956742667, 0.5946813093, 0.09812442687, 0.544722893, 0.3961019021
15.8, 0.09832972003, 0.5534666307, 0.1240510133, 0.4902334704, 0.3960980569
15.85, 0.1246892417, 0.4987720667, 0.1469491808, 0.4238379167, 0.3960953966
15.9, 0.1480048909, 0.4319649783, 0.1662636402, 0.347180392, 0.3960937891
15.95, 0.1677113187, 0.3547007031, 0.1815274368, 0.2621421537, 0.3960929856
